restaurant_name,menu_item_name,price,description
Pizza Hut Delivery,Hot'n spicy pan pizza medium,18.0,"'Viande de boeuf épicée, piments verts, oignon, dés de tomates, mozzarella et sauce tomate.'"
Pizza Hut Delivery,Pepper pan pizza medium,18.0,"'Viande de boeuf (double portion), tomates en dés, oignons rouges, sauce au poivre, sauce tomate, mozzarella.'"
Pizza Hut Delivery,Sweet chicken curry pan pizza medium,18.0,"'Poulet grillé, ananas, dés de tomates, sauce curry douce, mozzarella et sauce tomate.'"
Pizza Hut Delivery,Chicken barbecue pan pizza medium,18.0,"'Dés de poulet grillé, champignons, poivron vert, oignon, mozzarella et sauce barbecue.'"
Pizza Hut Delivery,Barbecue pan pizza medium,18.0,"'Double portion de viande de boeuf épicée, tranches de bacon fumé, oignon, mozzarella et sauce barbecue.'"
Pizza Hut Delivery,Chicken twist pan pizza medium,18.0,"""Poulet kebab (halal), dés de tomates, oignon, sauce à l'ail douce, mozzarella, sauce tomate."""
Pizza Hut Delivery,Alsace pan pizza medium,18.0,"""Lardons fumés, oignon, champignons, sauce à l'ail, mozzarella, sauce tomate."""
Pizza Hut Delivery,Supreme pan pizza medium,18.0,"'Viande de boeuf épicée, pepperoni, champignons, poivron vert, oignon, mozzarella et sauce tomate.'"
Pizza Hut Delivery,Pick@Mix pan pizza medium,18.0,"'Devenez le chef cuisto et composez votre pizza: sauce tomate, mozzarella +3 garnitures au choix.'"
Pizza Hut Delivery,4 fromages pan pizza medium,19.5,"""Emmental, fromage de chèvre, Fourme d'Ambert aop, mozzarella, crème épaisse."""
Pizza Hut Delivery,Grimbergen pan pizza medium,19.5,"""Jambon italien, champignons, mozzarella, crème aigre, fromage d'abbaye de grimbergen."""
Pizza Hut Delivery,Thon pan pizza medium,19.5,"'Thon, olives noires, oignons rouges, persil, sauce tomate, mozzarella.'"
Pizza Hut Delivery,Super supreme pan pizza medium,19.5,"'Viande de boeuf, viande de porc épicée, jambon, pepperoni, oignon, champignons, poivron vert, olives noires, mozzarella et sauce tomate.'"
Pizza Hut Delivery,Falafel pan pizza medium,19.5,"'Boulettes de falafel, coulis de basilic, tomates en dés, persil, sauce tomate, fromage vegan Violife.'"
Pizza Hut Delivery,Margherita classic pizza medium,13.5,"""L'originale pizza de base, avec une sauce tomate et de la mozzarella."""
Pizza Hut Delivery,Pepperoni lovers classic pizza medium,14.5,"'Beaucoup de saucisson pepperoni, mozzarella et sauce tomate.'"
Pizza Hut Delivery,Cheesam classic pizza medium,14.5,"'Jambon, mozzarella supplémentaire, sauce tomate.'"
Pizza Hut Delivery,Garden lovers classic pizza medium,15.5,"'Champignons, poivron vert, dés de tomates, oignon, mozzarella et sauce tomate.'"
Pizza Hut Delivery,Forestiere classic pizza medium,15.5,"'Jambon, champignons, dés de tomates, mozzarella et sauce tomate.'"
Pizza Hut Delivery,Hawaiian classic pizza medium,18.0,"""La douceur de l'ananas accompagnée de jambon, champignons, mozzarella et sauce tomate."""
Pizza Hut Delivery,Hot'n spicy classic pizza medium,18.0,"'Viande de boeuf épicée, piments verts, oignon, dés de tomates, mozzarella et sauce tomate.'"
Pizza Hut Delivery,Pepper classic pizza medium,18.0,"'Viande de boeuf (double portion), tomates en dés, oignons rouges, sauce au poivre, sauce tomate, mozzarella.'"
Pizza Hut Delivery,Sweet chicken curry classic pizza medium,18.0,"'Poulet grillé, ananas, dés de tomates, sauce curry douce, mozzarella et sauce tomate.'"
Pizza Hut Delivery,Chicken barbecue classic pizza medium,18.0,"'Dés de poulet grillé, champignons, poivron vert, oignon, mozzarella et sauce barbecue.'"
Pizza Hut Delivery,Barbecue classic pizza medium,18.0,"'Double portion de viande de boeuf épicée, tranches de bacon fumé, oignon, mozzarella et sauce barbecue.'"
Pizza Hut Delivery,Chicken twist classic pizza medium,18.0,"""Poulet kebab (halal), dés de tomates, oignon, sauce à l'ail douce, mozzarella, sauce tomate."""
Pizza Hut Delivery,Alsace classic pizza medium,18.0,"""Lardons fumés, oignon, champignons, sauce à l'ail, mozzarella, sauce tomate."""
Pizza Hut Delivery,Supreme classic pizza medium,18.0,"'Viande de boeuf épicée, pepperoni, champignons, poivron vert, oignon, mozzarella et sauce tomate.'"
Pizza Hut Delivery,Pick@Mix classic pizza medium,18.0,"'Devenez le chef cuisto et composez votre pizza: sauce tomate, mozzarella +3 garnitures au choix.'"
Pizza Hut Delivery,4 fromages classic pizza medium,19.5,"""Emmental, fromage de chèvre, Fourme d'Ambert AOP, mozzarella, crème épaisse."""
Pizza Hut Delivery,Grimbergen classic pizza medium,19.5,"""Jambon italien, champignons, mozzarella, crème aigre, fromage d'abbaye de grimbergen."""
Pizza Hut Delivery,Thon classic pizza medium,19.5,"'Thon, olives noires, oignons rouges, persil, sauce tomate, mozzarella.'"
Pizza Hut Delivery,Super Supreme classic pizza medium,19.5,"'Viande de boeuf, viande de porc épicée, jambon, pepperoni, oignon, champignons, poivron vert, olives noires, mozzarella et sauce tomate.'"
Pizza Hut Delivery,Falafel classic pizza medium,19.5,"'Boulettes de falafel, coulis de basilic, tomates en dés, persil, sauce tomate, fromage vegan Violife.'"
Pizza Hut Delivery,Margherita pan pizza large,17.5,"""L'originale pizza de base, avec une sauce tomate et de la mozzarella."""
Pizza Hut Delivery,Pepperoni lovers pan pizza large,19.5,"'Beaucoup de saucisson pepperoni, mozzarella et sauce tomate.'"
Pizza Hut Delivery,Cheesam pan pizza large,19.5,"'Jambon, extra mozzarella, sauce tomate.'"
Pizza Hut Delivery,Garden lovers pan pizza large,20.5,"'Champignons, poivrons vert, oignon, dés de tomates, mozzarella, sauce tomate.'"
Pizza Hut Delivery,Forestiere pan pizza large,20.5,"'Jambon, champignons, dés de tomates, mozzarella, sauce tomate.'"
Pizza Hut Delivery,Hawaiian pan pizza large,22.5,"'Ananas, jambon, champignons, mozzarella, sauce tomate.'"
Pizza Hut Delivery,Hot'n spicy pan pizza large,22.5,"'Viande de boeuf épicée, piments vert, oignon, dés de tomates, mozarella, sauce tomate.'"
Pizza Hut Delivery,Pepper pan pizza large,22.5,"'Viande de boeuf (double portion), tomates en dés, oignons rouges, sauce au poivre, sauce tomate, mozzarella.'"
Pizza Hut Delivery,Sweet chicken curry pan pizza large,22.5,"'Poulet grillé, ananas, dés de tomates, sauce curry douce, mozzarella, sauce tomate.'"
Pizza Hut Delivery,Chicken barbecue pan pizza large,22.5,"'Poulet grillé, champignons, poivrons vert, oignon, mozzarella, sauce barbecue.'"
Pizza Hut Delivery,Barbecue pan pizza large,22.5,"'Viande de boeuf (double), bacon fumé, oignon, mozzarella, sauce barbecue.'"
Pizza Hut Delivery,Chicken twist pan pizza large,22.5,"""Poulet kebab (halal), oignon, dés de tomates, sauce à l'ail douce, mozzarella, sauce tomate."""
Pizza Hut Delivery,Alsace pan pizza large,22.5,"""Lardons fumé, oignon, champignons, sauce a l'ail, mozzarella, sauce tomate."""
Pizza Hut Delivery,Supreme pan pizza large,22.5,"'Viande de boeuf, saucisson pepperoni, champignons, poivrons vert, oignon, mozzarella, sauce tomate.'"
