primarySlug,longitude,latitude,postalCode
8c50614a-dd47-4f00-8486-150124782cdc,5.33466,50.92944,3500.0
127c7053-6eb4-42d9-87b3-1fea14117aad,4.4144051,51.219566,2000.0
76b43aa3-c405-478f-b208-7a4bb0a29b2f,4.31751,50.80049,1190.0
164b85a8-3baa-4732-87f4-25311c702bb0,3.2249,51.20981,8000.0
b2f068ce-aac0-41dd-811b-9c0f1edd6452,4.41982,51.21822,2018.0
46e48305-cbc5-487e-aefa-78d32dd3986d,4.411158,51.2333999,2060.0
96728fcf-9477-472a-ab78-4b1d7aef28c9,4.42706,51.19835,2600.0
f7118660-259c-59ce-93e6-b3a3c459d1d4,4.39878,51.22063,2000.0
2b315ec4-cd88-48e2-9fe9-bcba82ac3a90,3.72444,51.058777,9000.0
e07306ef-fb8b-467b-87a9-bec22f7e7a6c,4.3335838,50.8765092,1090.0
a75e6ee9-63f2-5057-80c5-7e9c0a0594d5,4.38664,50.87436,1030.0
fea5b4a4-b4f8-41cf-bead-13dd9647e523,3.26242,50.76914,8510.0
25f971e4-fdd0-4a55-856d-48678057dd52,3.72769,51.05583,9000.0
e7b6ba0c-a450-4818-8a9f-c355cc0f956b,4.3975,51.21171,2000.0
f4d0e1a7-bbea-453d-a238-81bef9a3fcfa,4.41719,51.21802,2018.0
50cd62fa-e8f1-5a59-93b8-1ce51731ac74,4.71289,50.87413,3000.0
89b6a347-d5c0-49ce-895f-e61e0063287a,4.391998,51.2036179,2018.0
a1899815-d107-4bc0-838b-2b796341ec70,4.46126,51.24808,2900.0
8ae26dde-5286-4725-ac6a-00bac4bf7f89,4.7206614,50.8722888,3001.0
7ba699ef-adbd-4481-8675-1c0d1a74c99f,4.39931,51.22056,2000.0
a0320925-f1a0-559a-ae5b-8fafbaddbd6b,4.41138,51.19547,2018.0
6c22a95a-1fc3-46e1-87a7-eef2327134e8,4.44014,51.1671,2650.0
a62967e2-8f96-4091-b795-6c0413c7af46,4.3904976,51.1723341,2610.0
ee8deb51-5726-5fc4-84dc-1e3cbf04c367,4.32525,50.87371,1090.0
15ad1b9c-a20e-42e4-bf15-d4008d871ee8,4.3932637,51.1720211,2610.0
d23f7807-e457-573a-9b98-f6293ba61894,4.328797888089613,50.889951268563486,1090.0
b3a0802f-e8f8-5b3e-b199-24853b1119cc,4.31345,50.87344,1083.0
0874d7ae-705b-48f2-bee8-b756e3bc4641,4.56687,51.13211,2500.0
6fd34853-938f-40fb-b7b6-98cec7bd41b9,4.4006829,51.2115503,2000.0
e040bb8b-ae7d-5f53-adbf-d7eca7d8fc45,4.331870824098587,50.864914640982455,1081.0
cab1ef9d-9624-4101-8583-5e540e57ae15,3.7264974,51.0410862,9000.0
3f035714-4697-4373-9ecd-68b331ee9565,4.44745,51.24508,2170.0
7ab3a123-6cf9-47f6-afc0-f16c29c5a87c,4.3256854,50.8716673,1090.0
b08fec8b-8378-40fa-a686-bbf6f1e00f8f,3.7208247,51.0566539,9000.0
b56905cd-b740-4284-b7ff-0b1a65c543b9,4.4279997,51.2033033,2018.0
35d51c51-c3ca-4698-a7a5-390a453eec30,4.39884,51.22025,2000.0
74607106-790a-40b3-9c3a-1c6821174e51,4.297839,50.8254855,1070.0
a17d3a8a-043f-5bbf-8216-4d25904b9e61,4.43109,51.18936,2600.0
3ec5ea20-c9d6-40d9-85aa-9c6feedd9bd0,4.51473,50.72434,1332.0
8459f894-f0ae-4dea-9cbc-e692f2e192df,4.38727,51.209,2000.0
379d181f-0315-4c38-abca-4d5b59d878d3,4.3990402,51.2204673,2000.0
4db492cb-354d-4ee7-aff7-b2cacf2b450f,4.04103,50.93748,9300.0
9d163314-a982-4945-a034-d1532be62abb,4.3956731,50.8557317,1030.0
3981a482-3238-47b5-9e5f-3098f86b3207,4.46355,50.87023,1932.0
3f67d6fd-a7bd-4440-9f62-a174f9006705,4.7141044,50.8811488,3000.0
aaa5b9ca-f011-5ae9-a40d-83a453ac63e9,4.36591,51.17819,2660.0
