city,avg_price_per_sq_cm,pizza_count
Antwerpen,0.005348163437710624,2
Sint-Lambrechts-Herk,0.012732395447351627,1
Leuven,0.012868207665456712,3
Zandvoorde,0.013184433155541625,1
Gent,0.01812286802141912,8
