restaurant_id,restaurant_name,rating,review_count,longitude,latitude,postalCode,platform,restaurant_id_platform_unique,standardized_city
dominos-pizza-genval-1,Domino's Pizza,4.5,33,4.5146494,50.72519,1332,takeaway,takeaway_dominos-pizza-genval-1,Genval
un-giorno-allimprovviso,Un Giorno All'improvviso,4.4,131,4.6106105,50.716633,1300,takeaway,takeaway_un-giorno-allimprovviso,Wavre
so-sushi,So Sushi,4.5,16,4.4813264,50.685076,1380,takeaway,takeaway_so-sushi,Plancenoit
snack-tops,Snack Top's,4.5,5191,4.3929502,50.818046,1050,takeaway,takeaway_snack-tops,Ixelles
makiline,Makiline,4.4,1354,4.3594764,50.8981766,1020,takeaway,takeaway_makiline,Laeken
ninki,Sushi Ninki,4.5,379,4.4052496,50.8220177,1160,takeaway,takeaway_ninki,Auderghem
taj-mahal-express,Taj Mahal,4.0,1018,4.3796674,50.6856798,1420,takeaway,takeaway_taj-mahal-express,Braine-L'alleud
beirut-plaza,Beirut Plaza,4.7,347,4.6117248,50.718022,1300,takeaway,takeaway_beirut-plaza,Wavre
la-sultana,La Sultana,4.6,240,4.6349001,50.7235113,1300,takeaway,takeaway_la-sultana,Wavre
yotaya-overijse,Yotaya,4.1,112,4.4817684,50.7935938,3090,takeaway,takeaway_yotaya-overijse,Overijse
kameha-poke,Kameha Poke,4.7,559,4.6107208,50.7156449,1300,takeaway,takeaway_kameha-poke,Wavre
snack-loppem,Snack L'oppem,4.1,522,4.5141147,50.8594957,1933,takeaway,takeaway_snack-loppem,Sterrebeek
le-corner,Pizza 'n Shake,4.8,308,4.3731167,50.8297674,1050,takeaway,takeaway_le-corner,Ixelles
best-fresh,Best Fresh,4.4,166,4.5350813,50.7713494,3090,takeaway,takeaway_best-fresh,Overijse
le-soleil-de-marrakech,Le Soleil de Marrakech,4.4,171,4.6120664,50.7123738,1300,takeaway,takeaway_le-soleil-de-marrakech,Wavre
pizzeria-avanti,Pizzeria Avanti,3.9,126,4.5149886,50.7247572,1332,takeaway,takeaway_pizzeria-avanti,Genval
lebnan,Lebnan,4.5,294,4.4819386,50.793511,3090,takeaway,takeaway_lebnan,Overijse
belchicken-wavre,Belchicken,3.4,168,4.6106972,50.7140548,1300,takeaway,takeaway_belchicken-wavre,Wavre
bollywood-overijse-3,Bollywood Overijse,3.7,33,4.4812185,50.7938244,3090,takeaway,takeaway_bollywood-overijse-3,Overijse
chez-fleur,Chez Fleur,3.3,4924,4.3845377,50.8184952,1050,takeaway,takeaway_chez-fleur,Ixelles
le-petra,Restaurant Petra,4.4,10,4.6110816,50.71591,1300,takeaway,takeaway_le-petra,Wavre
sensei-sushi-meiser,Sensei Sushi Meiser,4.5,106,4.3997163,50.8551998,1030,takeaway,takeaway_sensei-sushi-meiser,Schaerbeek
sushi-midori,Sushi Midori,4.8,79,4.520508,50.71131,1330,takeaway,takeaway_sushi-midori,Rixensart
pizzeria-prezzemolo,Pizzeria Prezzemolo,4.0,18,4.4036521,50.8195271,1160,takeaway,takeaway_pizzeria-prezzemolo,Auderghem
kikowok-ixelles-1,Kikowok,3.1,11,4.3794415,50.8187443,1050,takeaway,takeaway_kikowok-ixelles-1,Ixelles
genco-pizza,Genco Pizza,4.7,32,4.51557,50.724545,1332,takeaway,takeaway_genco-pizza,Genval
chamas-tacos-anderlecht,Chamas Tacos,3.4,1930,4.3088459,50.8353298,1070,takeaway,takeaway_chamas-tacos-anderlecht,Anderlecht
restaurant-libanais,Les Saveurs du Liban,3.7,495,4.204404,50.6929186,1480,takeaway,takeaway_restaurant-libanais,Tubize
chamas-tacos-tubize,Chamas Tacos,4.4,2854,4.2033665,50.6914449,1480,takeaway,takeaway_chamas-tacos-tubize,Tubize
friendzone,Friendzone,4.1,451,4.3785601,50.685546,1420,takeaway,takeaway_friendzone,Braine-L'alleud
pizza-hut-halle,Pizza Hut Delivery,3.6,589,4.2314713,50.7368303,1500,takeaway,takeaway_pizza-hut-halle,Halle
baracca,Baracca,3.0,205,4.2213482,50.7143953,1502,takeaway,takeaway_baracca,Lembeek
frituur-lorient-express,Frituur L'Orient Express,4.1,107,4.2309004,50.7315003,1500,takeaway,takeaway_frituur-lorient-express,Halle
pa-mi-pa-ella,Pa Mi Pa Ella,3.7,53,4.3164747,50.809879,1190,takeaway,takeaway_pa-mi-pa-ella,Forest
wang-buizingen,Wang,4.7,165,4.2623517,50.748233,1501,takeaway,takeaway_wang-buizingen,Buizingen
wok-style-original,Wok Style Original,3.8,270,4.3122046,50.6878477,1440,takeaway,takeaway_wok-style-original,Wauthier-Braine
moshimochi-1,Moshi Mochi,4.8,292,4.2053097,50.6917559,1480,takeaway,takeaway_moshimochi-1,Tubize
delice-du-liban,Délice du Liban,4.7,309,4.3368632,50.8009261,1180,takeaway,takeaway_delice-du-liban,Uccle
yuan-traiteur,Yuan Chinese Traiteur,4.0,2303,4.2925672,50.7838981,1601,takeaway,takeaway_yuan-traiteur,Ruisbroek
lorchidee-de-chine,L'orchidee de chine,4.7,211,4.2032331,50.6910318,1480,takeaway,takeaway_lorchidee-de-chine,Tubize
mister-greek,Mister Greek,4.1,319,4.2441208,50.7796134,1600,takeaway,takeaway_mister-greek,Sint-Pieters-Leeuw
taverne-marina,Taverne Marina,3.5,223,4.2427236,50.7792024,1600,takeaway,takeaway_taverne-marina,Sint-Pieters-Leeuw
casa-di-mio,Casa di Mio,3.9,197,4.1977913,50.7200815,1502,takeaway,takeaway_casa-di-mio,Lembeek
in-de-molen,In De Molen,4.6,569,4.1896792,50.7174542,1502,takeaway,takeaway_in-de-molen,Lembeek
cicek-kebab,Cicek kebab,3.7,3102,4.3285403,50.8332944,1070,takeaway,takeaway_cicek-kebab,Anderlecht
miams-burger-saint-gilles,Miam's Burger,3.4,505,4.3433057,50.8297152,1060,takeaway,takeaway_miams-burger-saint-gilles,Saint-Gilles
tamishan-sushi,Tamishan Sushi,4.4,139,4.3783799,50.6857678,1420,takeaway,takeaway_tamishan-sushi,Braine-L'alleud
new-time,New Time,4.0,1545,4.312879,50.7955185,1620,takeaway,takeaway_new-time,Drogenbos
mags,Mag's Burgerbar,4.5,19,4.2392777,50.7322382,1500,takeaway,takeaway_mags,Halle
dolce-italia-tubize-1,Dolce Italia,3.4,25,4.2029295,50.691025,1480,takeaway,takeaway_dolce-italia-tubize-1,Tubize
bg-braine-lalleud,B&G,4.2,150,4.3649548,50.6969678,1420,takeaway,takeaway_bg-braine-lalleud,Braine-L'alleud
la-casa-del-papino,La Casa del Papino,4.3,680,4.2371978,50.7371861,1500,takeaway,takeaway_la-casa-del-papino,Halle
njoy-1,N'Joy,5.0,116,4.2374805,50.737475,1500,takeaway,takeaway_njoy-1,Halle
la-pomme-waterloo,La Pomme,4.1,1518,4.3140455,50.6881036,1440,takeaway,takeaway_la-pomme-waterloo,Wauthier-Braine
los-gringos-1,Los Gringos,4.3,2032,4.1581656,50.7062156,1480,takeaway,takeaway_los-gringos-1,Tubize
belchicken-halle,Belchicken,4.7,143,4.2358255,50.73407,1500,takeaway,takeaway_belchicken-halle,Halle
kameha-poke-braine-lalleud,Kameha Poke,4.8,201,4.374693,50.684566,1420,takeaway,takeaway_kameha-poke-braine-lalleud,Braine-L'alleud
les-filles-da-cote,Les Filles D'à coté,0.0,0,4.1593547,50.706455,1480,takeaway,takeaway_les-filles-da-cote,Tubize
boelekewis,Boelekewis,4.9,157,4.2798626,50.7390346,1653,takeaway,takeaway_boelekewis,Dworp
bronx-burger,Bronx Burger,0.0,0,4.366661,50.8251788,1050,takeaway,takeaway_bronx-burger,Ixelles
bella-pizza-1600,Bella Pizza,4.0,2493,4.2699946,50.7868755,1600,takeaway,takeaway_bella-pizza-1600,Sint-Pieters-Leeuw
boul-lauli-burger,Boul Lauli Burger,4.1,52,4.2970257,50.683765,1440,takeaway,takeaway_boul-lauli-burger,Wauthier-Braine
au-fourneau-de-braine,Au Fourneau de Braine,4.8,120,4.1168156,50.598553,7090,takeaway,takeaway_au-fourneau-de-braine,Steenkerque
dominos-pizza-sint-pieters-leeuw-1,Domino's Pizza,3.6,83,4.2880907,50.801666,1600,takeaway,takeaway_dominos-pizza-sint-pieters-leeuw-1,Sint-Pieters-Leeuw
o-thai-neder-over-heembeek,Ô Thaï,0.0,0,4.3852604,50.8946729,1120,takeaway,takeaway_o-thai-neder-over-heembeek,Neder-Over-Heembeek
bellanata,Restaurant Pizzeria Bellanata,3.9,5,4.2363723,50.7315265,1500,takeaway,takeaway_bellanata,Halle
shaka-sushi,Shaka Sushi,3.0,3,4.3122046,50.6878477,1440,takeaway,takeaway_shaka-sushi,Wauthier-Braine
pizzeria-dalessio-1480,Pizzeria d'Alessio,0.0,0,4.2283206,50.6807843,1480,takeaway,takeaway_pizzeria-dalessio-1480,Tubize
soupes-emois,Soupes émois,0.0,0,4.3127184,50.687866,1440,takeaway,takeaway_soupes-emois,Wauthier-Braine
night-shop-delivery,Night-Shop Delivery,0.0,0,4.3578145,50.7458809,1640,takeaway,takeaway_night-shop-delivery,Rhode-Saint-Genèse
au-bon-coeur,Au Bon Coeur 2,3.9,12,4.2621964,50.7486146,1501,takeaway,takeaway_au-bon-coeur,Buizingen
fresca-oudenaarde,Fresca,4.3,444,3.6028256,50.8448432,9700,takeaway,takeaway_fresca-oudenaarde,Welden
dominos-pizza-oudenaarde,Domino's Pizza,3.4,311,3.6028311,50.8444777,9700,takeaway,takeaway_dominos-pizza-oudenaarde,Welden
el-gusto-oudenaarde,El Gusto - Mexican Food & Grill,4.5,43,3.6133509,50.849686,9700,takeaway,takeaway_el-gusto-oudenaarde,Welden
pitta-grill-t-parkske-2,Pitta & Grill ‘T Parkske,4.5,460,3.6096502,50.8456491,9700,takeaway,takeaway_pitta-grill-t-parkske-2,Welden
sushi-city-oudenaarde,Sushi City,4.4,74,3.6037232,50.8429595,9700,takeaway,takeaway_sushi-city-oudenaarde,Welden
tandoori-home,Tandoori Home,4.2,3,3.6096396,50.8420025,9700,takeaway,takeaway_tandoori-home,Welden
pizza-talia-oudenaarde,Pizza Talia Original,3.4,757,3.602487,50.8513526,9700,takeaway,takeaway_pizza-talia-oudenaarde,Welden
place-2-eat,Place 2 Eat,3.8,335,3.1296242,50.9483796,8800,takeaway,takeaway_place-2-eat,Rumbeke
donatellos-pizza-izegem,Donatello's Pizza,4.3,346,3.2030779,50.92098,8870,takeaway,takeaway_donatellos-pizza-izegem,Kachtem
t-friet-stekkerke,'T Friet Stekkerke,4.6,30,3.2379377,50.886345,8860,takeaway,takeaway_t-friet-stekkerke,Lendelede
la-campagna,La Campagna,4.2,440,3.314756,50.8319244,8530,takeaway,takeaway_la-campagna,Harelbeke
tibet-taste,Tibet Taste,4.5,92,3.2774243,50.8226515,8500,takeaway,takeaway_tibet-taste,Kortrijk
pizza-hut-delivery-harelbeke,Pizza Hut Delivery,4.3,453,3.3144841,50.85821,8530,takeaway,takeaway_pizza-hut-delivery-harelbeke,Harelbeke
fiona-pizzeria,Ciona Pizzeria,4.2,378,3.2891807,50.8512441,8520,takeaway,takeaway_fiona-pizzeria,Kuurne
dominos-pizza-harelbeke-gentsestraat,Domino's Pizza,3.3,372,3.3151658,50.8586187,8530,takeaway,takeaway_dominos-pizza-harelbeke-gentsestraat,Harelbeke
dar-es-salaam,Dar Es Salaam,4.3,72,3.287144,50.8505236,8520,takeaway,takeaway_dar-es-salaam,Kuurne
pizza-royal-waregem,Pizza Royal,3.8,342,3.427323,50.8917936,8790,takeaway,takeaway_pizza-royal-waregem,Waregem
pizza-di-roma-harelbeke,Pizza Di Roma,4.6,1166,3.2993757,50.8468746,8530,takeaway,takeaway_pizza-di-roma-harelbeke,Harelbeke
mc-buffet,Mc Buffet,3.6,368,3.4306791,50.8875816,8790,takeaway,takeaway_mc-buffet,Waregem
big-bites,Big Bites,4.7,122,3.3500609,50.8165513,8550,takeaway,takeaway_big-bites,Zwevegem
mustachio-harelbeke,Mustachio Foodcorner,4.0,279,3.305516,50.8520604,8530,takeaway,takeaway_mustachio-harelbeke,Harelbeke
agencys-grillhouse,Agency's Grillhouse,4.4,347,3.2597676,50.8343804,8500,takeaway,takeaway_agencys-grillhouse,Kortrijk
de-platse,De Platse,4.6,19,3.2372797,50.88624,8860,takeaway,takeaway_de-platse,Lendelede
polska-kuchnia-w-belgii,Polska Kuchnia w Belgii,0.0,0,3.4501502,50.9148106,9870,takeaway,takeaway_polska-kuchnia-w-belgii,Zulte
rettes-burgerbar,Rette's Burgerbar,4.4,40,3.3029273,50.850334,8530,takeaway,takeaway_rettes-burgerbar,Harelbeke
pizzeria-da-rony,Pizzeria Da Rony,3.8,1599,3.3158276,50.8594848,8530,takeaway,takeaway_pizzeria-da-rony,Harelbeke
paolo-2,Pizza Papa Paolo's Kuurne,4.0,48,3.286834,50.8524973,8520,takeaway,takeaway_paolo-2,Kuurne
pizza-leie,Pizza Leie,4.9,5,3.3456118,50.873745,8791,takeaway,takeaway_pizza-leie,Beveren
chez-da-fano,Chez Da Fano,4.4,213,3.1952803,50.7253854,7700,takeaway,takeaway_chez-da-fano,Mouscron
pizza-papa-paolos-kortrijk-2,Pizza Papa Paolo's,4.0,718,3.27934,50.8344074,8500,takeaway,takeaway_pizza-papa-paolos-kortrijk-2,Kortrijk
pitta-nazar,Mezopotamya,3.7,1116,3.2843159,50.8204079,8500,takeaway,takeaway_pitta-nazar,Kortrijk
sesam,Sesam,3.9,77,3.2649605,50.8285082,8500,takeaway,takeaway_sesam,Kortrijk
dominos-pizza-wevelgem,Domino's Pizza,3.1,70,3.1847692,50.80927,8560,takeaway,takeaway_dominos-pizza-wevelgem,Wevelgem
dominos-pizza-kortrijk-waterpoort,Domino's Pizza,2.6,91,3.2640004,50.826454,8500,takeaway,takeaway_dominos-pizza-kortrijk-waterpoort,Kortrijk
o-grill,O Grill,4.2,62,3.1953132,50.7253972,7700,takeaway,takeaway_o-grill,Mouscron
noor-pizza,Noor Pizza,3.9,63,3.2801325,50.8078304,8500,takeaway,takeaway_noor-pizza,Kortrijk
le-samourai,Le Samouraï,4.2,800,3.2180702,50.7434645,7700,takeaway,takeaway_le-samourai,Mouscron
eat-co,Eat & co,3.3,121,3.2702914,50.8501342,8520,takeaway,takeaway_eat-co,Kuurne
fluffy-falafel,Fluffy Falafel,0.0,0,3.2770406,50.8315539,8500,takeaway,takeaway_fluffy-falafel,Kortrijk
palombino-pizzeria-napoletana,Palombino Pizzeria Napoletana,3.3,551,3.2275344,50.7405282,7700,takeaway,takeaway_palombino-pizzeria-napoletana,Mouscron
meat-heat,Meat Heat,4.7,64,3.2878329,50.8377906,8530,takeaway,takeaway_meat-heat,Harelbeke
masala-express-1,Masala Express,4.5,638,3.279237,50.8083945,8500,takeaway,takeaway_masala-express-1,Kortrijk
stop-by-arthus,Stop By Arthus,3.7,336,3.2167653,50.7642688,8511,takeaway,takeaway_stop-by-arthus,Aalbeke
xu-jian-li,La Cité du Bonheur,4.6,720,3.1878721,50.7528172,7700,takeaway,takeaway_xu-jian-li,Mouscron
pizza-hut-delivery-kortrijk-1,Pizza Hut Delivery,4.1,175,3.2586955,50.825749,8500,takeaway,takeaway_pizza-hut-delivery-kortrijk-1,Kortrijk
the-noodles-bar,The Noodle Bar,4.6,986,3.2846286,50.801063,8500,takeaway,takeaway_the-noodles-bar,Kortrijk
sakura-kortrijk,Sakura,3.8,550,3.2790834,50.8083204,8500,takeaway,takeaway_sakura-kortrijk,Kortrijk
royalfin-sushi-kitchen,Royalfin Sushi & Kitchen,4.8,30,3.2138324,50.817287,8560,takeaway,takeaway_royalfin-sushi-kitchen,Wevelgem
frituur-puur-harelbeke,Frituur Puur,3.6,95,3.3153458,50.859158,8530,takeaway,takeaway_frituur-puur-harelbeke,Harelbeke
jeronimos-pizza,Jeronimo's Pizza,4.7,4,3.2694068,50.818043,8500,takeaway,takeaway_jeronimos-pizza,Kortrijk
my-pizza-kortrijk,My Pizza,4.3,8,3.2645729,50.8252362,8500,takeaway,takeaway_my-pizza-kortrijk,Kortrijk
viva-la-snack,Viva la Snack,3.4,58,3.1851952,50.80947,8560,takeaway,takeaway_viva-la-snack,Wevelgem
dinneryou,"Dinner&You Burgers, Grill & More",4.5,63,3.8599658,51.170444,9185,takeaway,takeaway_dinneryou,Wachtebeke
belchicken-lochristi,Belchicken Lochristi,3.7,750,3.8335221,51.0965551,9080,takeaway,takeaway_belchicken-lochristi,Zeveneken
pizza-heat-temse,Pizza Heat Wachtebeke,4.4,1395,3.8491631,51.1736426,9185,takeaway,takeaway_pizza-heat-temse,Wachtebeke
sixtyone,SixtyOne,4.4,44,3.8579406,51.1687661,9185,takeaway,takeaway_sixtyone,Wachtebeke
tokcel,Tokcel,4.7,6,4.0255789,51.0921674,9160,takeaway,takeaway_tokcel,Lokeren
pitza-service-lokeren,Pitza Service,3.9,1923,3.994046,51.102439,9160,takeaway,takeaway_pitza-service-lokeren,Lokeren
dominos-pizza-lokeren,Domino's Pizza,3.1,511,3.9879943,51.1037869,9160,takeaway,takeaway_dominos-pizza-lokeren,Lokeren
de-pyramide-9160,De Pyramide,3.4,825,3.9876408,51.1033817,9160,takeaway,takeaway_de-pyramide-9160,Lokeren
mersan,Pitta Mersan,4.3,1747,3.9879605,51.1038131,9160,takeaway,takeaway_mersan,Lokeren
kangei-sushibar,Kangei Sushi & Curry House,4.2,1744,4.1423393,51.1704588,9100,takeaway,takeaway_kangei-sushibar,Sint-Niklaas
pizza-hut-delivery-lokeren,Pizza Hut Delivery,3.0,217,3.9824944,51.1105802,9160,takeaway,takeaway_pizza-hut-delivery-lokeren,Lokeren
umai-sushi,Umai Sushi,4.9,964,3.9875732,51.1066452,9160,takeaway,takeaway_umai-sushi,Lokeren
karine,Karine Grembergen,4.4,297,4.1055125,51.0448154,9200,takeaway,takeaway_karine,Sint-Gillis-Dendermonde
pellys-nachos,Pelly's Nacho's,4.8,11,4.0224318,51.0616205,9240,takeaway,takeaway_pellys-nachos,Zele
kaai-31,Kaai 31,4.1,312,4.1352205,51.1042591,9220,takeaway,takeaway_kaai-31,Moerzeke
royal-donuts-lokeren,Royal Donuts & Bagels,4.9,32,4.0163172,51.0933414,9160,takeaway,takeaway_royal-donuts-lokeren,Lokeren
pizza-lestina,Pizza Lestina,4.5,337,3.9876484,51.1028682,9160,takeaway,takeaway_pizza-lestina,Lokeren
sakimi-sushi-zele,Sakimi Sushi Zele,4.2,276,4.0386815,51.0678291,9240,takeaway,takeaway_sakimi-sushi-zele,Zele
bosphorus-lokeren,Bosphorus,4.4,97,3.9928181,51.1038132,9160,takeaway,takeaway_bosphorus-lokeren,Lokeren
pitta-alpay-9080,Pitta Alpay,4.5,209,3.9004134,51.1076122,9080,takeaway,takeaway_pitta-alpay-9080,Zeveneken
pita-home,Pizza & Pitta Home,3.2,1044,3.9879205,51.1060883,9160,takeaway,takeaway_pita-home,Lokeren
pizza-heat-ochange,Pizza Town Waasmunster,4.3,923,4.1005003,51.11471,9250,takeaway,takeaway_pizza-heat-ochange,Waasmunster
pitta-karine,Karine Dendermonde,3.9,2377,4.0986522,51.0290797,9200,takeaway,takeaway_pitta-karine,Sint-Gillis-Dendermonde
pizza-heat-zele,Pizza Heat,4.5,740,4.0444916,51.0686767,9240,takeaway,takeaway_pizza-heat-zele,Zele
pizza-time-eksaarde,Pizza Time,4.4,24,3.9538831,51.1459043,9160,takeaway,takeaway_pizza-time-eksaarde,Lokeren
squisito-belsele-1,Pizza Squisito Belsele,4.6,96,4.0832167,51.145634,9111,takeaway,takeaway_squisito-belsele-1,Belsele
istiklal-breakfast-lunch-9240-zele,Istiklal Breakfast & Lunch,3.5,16,4.035165,51.06685,9240,takeaway,takeaway_istiklal-breakfast-lunch-9240-zele,Zele
pizza-pazzi,Pizza Pazzi,4.8,77,4.043608,51.157227,9112,takeaway,takeaway_pizza-pazzi,Sinaai-Waas
antwerpen-fried-chicken-5-sint-niklaas-1,Antwerpen Fried Chicken 5,3.5,203,4.1410425,51.1648853,9100,takeaway,takeaway_antwerpen-fried-chicken-5-sint-niklaas-1,Sint-Niklaas
brasserie-de-laatste-afslag,Brasserie De Laatste Afslag,0.0,0,3.8812744,51.1552123,9185,takeaway,takeaway_brasserie-de-laatste-afslag,Wachtebeke
pizza-maestro-belsele,Pizza Maestro Belsele,4.6,116,4.0850115,51.14608,9111,takeaway,takeaway_pizza-maestro-belsele,Belsele
pitta-diana-1,Pitta Diana,4.0,1298,3.5638525,51.185037,9900,takeaway,takeaway_pitta-diana-1,Eeklo
le-printemps-spiere-helkijn,Le Printemps,3.8,225,3.3553591,50.7176384,8587,takeaway,takeaway_le-printemps-spiere-helkijn,Helchin
pizza-florida,Pizza Florida,4.8,169,3.47281,50.839714,8570,takeaway,takeaway_pizza-florida,Vichte
wokbar-waregem,Wokbar,4.2,201,3.4042052,50.9047078,8793,takeaway,takeaway_wokbar-waregem,Sint-Eloois-Vijve
de-milano,Pizza Service,2.6,324,3.3571199,50.7181397,8587,takeaway,takeaway_de-milano,Helchin
pizza-taliano,Pizza Taliano,4.6,1986,3.3179776,50.8154097,8550,takeaway,takeaway_pizza-taliano,Zwevegem
excellasagne,Excellasagne,4.4,201,3.4657328,50.9362129,9870,takeaway,takeaway_excellasagne,Zulte
den-toren,Drank Express,3.0,53,3.3024221,50.8500962,8530,takeaway,takeaway_den-toren,Harelbeke
friet-shop-online,Friet Shop Online,3.0,55,3.2690427,50.81976,8500,takeaway,takeaway_friet-shop-online,Kortrijk
pizza-club,Pizza Club,4.4,943,4.5440302,50.8884334,3070,takeaway,takeaway_pizza-club,Kortenberg
de-pizzabakker,De Pizzabakker,4.4,1394,4.51349,50.90793,1820,takeaway,takeaway_de-pizzabakker,Steenokkerzeel
snack-kalender,Kalender Frietjes,3.7,151,4.4504362,50.8678838,1932,takeaway,takeaway_snack-kalender,Sint-Stevens-Woluwe
sora-sushi,Sora Sushi,4.6,64,4.5799067,50.9490771,1910,takeaway,takeaway_sora-sushi,Nederokkerzeel
mekong-river,Mekong River,3.8,767,4.4708094,50.8848932,1930,takeaway,takeaway_mekong-river,Zaventem
can-pizzeria,Can Pizzeria,4.2,269,4.4337607,50.9278947,1800,takeaway,takeaway_can-pizzeria,Vilvoorde
chamas-tacos-schaerbeek,Chamas Tacos,3.9,1229,4.3671093,50.8636621,1030,takeaway,takeaway_chamas-tacos-schaerbeek,Schaerbeek
snack-bodrum-zaventem-1,Snack Bodrum,3.7,188,4.4725341,50.882133,1930,takeaway,takeaway_snack-bodrum-zaventem-1,Zaventem
poke-dream-vilvoorde1800,Poke Dream,4.1,189,4.370733,50.902428,1800,takeaway,takeaway_poke-dream-vilvoorde1800,Vilvoorde
sawadee-thai,Sawadee Thai Cuisine,3.9,501,4.4706954,50.8868654,1930,takeaway,takeaway_sawadee-thai,Zaventem
euro-pizza-grill,Euro Pizza Grill,4.6,8,4.57991,50.949074,1910,takeaway,takeaway_euro-pizza-grill,Nederokkerzeel
gelateria-dell-osteria-michele,Gelateria dell' Osteria Michele,0.0,0,4.5397908,50.8855461,3070,takeaway,takeaway_gelateria-dell-osteria-michele,Kortenberg
mikazuki,Mikazuki,4.7,5,4.505843,50.877693,1930,takeaway,takeaway_mikazuki,Zaventem
snack-express-1,Snack Express,4.0,4,4.471298,50.890575,1930,takeaway,takeaway_snack-express-1,Zaventem
pizza-pisa,Pizza Pisa,4.4,577,3.7264021,51.0643909,9000,takeaway,takeaway_pizza-pisa,Gent
atlas-lunch-en-grillroom,Atlas Lunch en Grillroom,3.9,1120,3.811369,51.199245,9060,takeaway,takeaway_atlas-lunch-en-grillroom,Zelzate
grillhuis,Grillhuis,4.3,28,3.6993661,51.062301,9000,takeaway,takeaway_grillhuis,Gent
ottoman-grillhouse-gent,Ottoman Grillhouse,4.2,72,3.7099395,51.0717715,9000,takeaway,takeaway_ottoman-grillhouse-gent,Gent
de-pyramiden,De Pyramiden,4.1,468,3.7467088,51.1785108,9940,takeaway,takeaway_de-pyramiden,Sleidinge
punjab-tandoori,Punjab Tandoori,3.3,1117,3.7259917,51.0610131,9000,takeaway,takeaway_punjab-tandoori,Gent
dominos-pizza-gent-rooigemlaan,Domino's Pizza,3.1,527,3.6937635,51.0614498,9000,takeaway,takeaway_dominos-pizza-gent-rooigemlaan,Gent
selale-restaurant,Selale Pitta & Grill,4.2,49,3.7095352,51.0638718,9000,takeaway,takeaway_selale-restaurant,Gent
pizza-aurelia-gent,Pizza Aurelia,3.1,684,3.7306784,51.071333,9000,takeaway,takeaway_pizza-aurelia-gent,Gent
asian-delight,Nepal Delight,4.0,219,3.726521,51.0379836,9000,takeaway,takeaway_asian-delight,Gent
anatolies,Anatolie's,4.1,203,3.7142608,51.1166965,9940,takeaway,takeaway_anatolies,Sleidinge
gewoonanders,gewoon.anders,4.9,42,3.7044528,51.0734988,9000,takeaway,takeaway_gewoonanders,Gent
pizza-king-gent,Pizza King,4.4,1619,3.7264744,51.0651573,9000,takeaway,takeaway_pizza-king-gent,Gent
pitta-saray-gent-1,Pitta Saray,4.3,117,3.7301856,51.0835057,9000,takeaway,takeaway_pitta-saray-gent-1,Gent
lfc,LFC,4.4,373,3.8113531,51.1993205,9060,takeaway,takeaway_lfc,Zelzate
pitta-izmir-2,Pitta Izmir 2 Ertvelde,4.0,325,3.7467185,51.1802528,9940,takeaway,takeaway_pitta-izmir-2,Sleidinge
maison-sahra,Maison Sahra,4.1,433,3.7423808,51.0556319,9000,takeaway,takeaway_maison-sahra,Gent
wok-yu-gent,Wok Yu,3.7,1233,3.7258194,51.0391202,9000,takeaway,takeaway_wok-yu-gent,Gent
pitta-canan,Pitta Canan,4.4,131,3.700181,51.0616385,9000,takeaway,takeaway_pitta-canan,Gent
atlas-seafood,Atlas Steak and Cheese,3.2,145,3.8120057,51.199436,9060,takeaway,takeaway_atlas-seafood,Zelzate
antwerp-fried-chicken-2,AFC - Antwerp Fried Chicken,3.4,658,3.7104297,51.0607257,9000,takeaway,takeaway_antwerp-fried-chicken-2,Gent
de-saffraan-gent,De Saffraan,3.6,147,3.7272862,51.0618837,9000,takeaway,takeaway_de-saffraan-gent,Gent
pitta-can-9040,Pitta Can,3.6,506,3.7498953,51.062187,9040,takeaway,takeaway_pitta-can-9040,Sint-Amandsberg
saffuriya-sweets,Saffuriya Sweets,4.8,4,3.7090763,51.0644439,9000,takeaway,takeaway_saffuriya-sweets,Gent
pizza-heart,Pizza Heart,4.1,187,3.7298538,51.06919,9000,takeaway,takeaway_pizza-heart,Gent
kates-kitchen,Kate's Kitchen,4.6,19,3.7179079,51.0628246,9000,takeaway,takeaway_kates-kitchen,Gent
marmara,Marmara,3.2,618,3.8055828,51.2009456,9060,takeaway,takeaway_marmara,Zelzate
spice-slice-gent,Spice & Slice,4.0,209,3.7093467,51.0737116,9000,takeaway,takeaway_spice-slice-gent,Gent
frituur-fonteintje,Frituur Fonteintje,4.5,230,3.696534,51.0621825,9000,takeaway,takeaway_frituur-fonteintje,Gent
snackbar-yasmin,Pitta Yasmin,4.3,176,3.7095474,51.0712026,9000,takeaway,takeaway_snackbar-yasmin,Gent
pizza-ozy,Pizza Ozy,3.2,38,3.6796668,51.1325761,9940,takeaway,takeaway_pizza-ozy,Sleidinge
urban-pizza-gent,Urban pizza,3.7,883,3.7461081,51.0531394,9040,takeaway,takeaway_urban-pizza-gent,Sint-Amandsberg
bakkerij-sari,Bakkerij Sari,4.5,54,3.6621747,51.102074,9940,takeaway,takeaway_bakkerij-sari,Sleidinge
sushi-zelzate,Sushi Zelzate,3.9,253,3.8113058,51.2003758,9060,takeaway,takeaway_sushi-zelzate,Zelzate
art-sushi-gent,Art Sushi,4.1,6,3.716415,51.0842489,9032,takeaway,takeaway_art-sushi-gent,Wondelgem
