restaurant_id,restaurant_name,rating,review_count,longitude,latitude,postalCode,platform,restaurant_id_platform_unique,standardized_city
81961266-194e-4cab-b383-166694794c94,Joe's,,0,4.41145,51.22065,2000,ubereats,ubereats_81961266-194e-4cab-b383-166694794c94,Antwerpen
cce93ff9-e602-5ac0-a29a-8fd90ec782a5,LUST,,0,4.446019833494425,51.19373491628462,2600,ubereats,ubereats_cce93ff9-e602-5ac0-a29a-8fd90ec782a5,Berchem
dfec3f1e-63bb-4120-b87b-9aad04375469,Donuttello - Antwerpen,,0,4.4027937,51.2190469,2000,ubereats,ubereats_dfec3f1e-63bb-4120-b87b-9aad04375469,Antwerpen
ac5199e3-bbab-4335-8d49-0dc6e666a8d5,Hector Chicken - Antwerpen,3.9,0,4.4196283,51.21744,2000,ubereats,ubereats_ac5199e3-bbab-4335-8d49-0dc6e666a8d5,Antwerpen
2ac00e52-7e38-4ab9-9720-c104e9614a4e,McDonald's - Docks,4.0,0,4.37376,50.87958,1000,ubereats,ubereats_2ac00e52-7e38-4ab9-9720-c104e9614a4e,Bruxelles
7f9c3c21-c321-466c-bdaf-9a736cbbd5a3,Jus Jus,,0,4.3901561,51.2083145,2000,ubereats,ubereats_7f9c3c21-c321-466c-bdaf-9a736cbbd5a3,Antwerpen
6a7cf886-a14b-41e9-8185-8309fd6b2b02,Pizza Pasta Nr 1 - City,4.6,82,4.3927748,51.2066982,2000,ubereats,ubereats_6a7cf886-a14b-41e9-8185-8309fd6b2b02,Antwerpen
c8c1bcbc-1144-4d71-84e1-9661ad9c6d2f,Mila Palace,4.2,22,4.45034,51.24641,2170,ubereats,ubereats_c8c1bcbc-1144-4d71-84e1-9661ad9c6d2f,Merksem
7cea891e-9e43-427a-b594-b17c3c72c598,PAUL - Oostende,,0,2.9153361,51.2313133,8400,ubereats,ubereats_7cea891e-9e43-427a-b594-b17c3c72c598,Zandvoorde
8b53c27b-c0b7-4d98-9ce1-26a8ca5b4f7c,Pizza La Salina,,0,4.04337,50.95322,9300,ubereats,ubereats_8b53c27b-c0b7-4d98-9ce1-26a8ca5b4f7c,Aalst
54a95a3e-a991-4a2b-a21e-7a07bb088763,Master FritesÂ® Brussels,4.8,0,4.3970151,50.8547649,1030,ubereats,ubereats_54a95a3e-a991-4a2b-a21e-7a07bb088763,Schaerbeek
cc72532d-8cad-4869-871f-5e8516e7572c,King Pokebowls ,,0,2.9154,51.23296,8400,ubereats,ubereats_cc72532d-8cad-4869-871f-5e8516e7572c,Zandvoorde
09a0dcda-957d-517c-86e3-6b402c4d0457,Savarin Aalst,,0,4.03682,50.94113,9300,ubereats,ubereats_09a0dcda-957d-517c-86e3-6b402c4d0457,Aalst
3c067be9-7796-4fb6-8800-05edb9f33cd3,Sushi Palace ,4.5,63,4.39543180167675,51.1726285167473,2610,ubereats,ubereats_3c067be9-7796-4fb6-8800-05edb9f33cd3,Wilrijk
0a23d818-3313-5fd9-a004-46c677f2b1f4,CHIFURI - Leuven,4.4,14,4.70914,50.87601,3000,ubereats,ubereats_0a23d818-3313-5fd9-a004-46c677f2b1f4,Leuven
b4ef0432-90b9-45bc-9e7e-43866ed3fbc6,Snack Derik,,0,4.0448,50.94189,9300,ubereats,ubereats_b4ef0432-90b9-45bc-9e7e-43866ed3fbc6,Aalst
1a3f0cdd-c8f4-4549-a35c-a0faf421d261,Brasserie Shammy's,,0,4.37783,51.17933,2610,ubereats,ubereats_1a3f0cdd-c8f4-4549-a35c-a0faf421d261,Wilrijk
dd741d3b-9cfd-4b57-804f-98a09221f04d,Sushi Moon,4.8,98,4.4000549,50.87151,1140,ubereats,ubereats_dd741d3b-9cfd-4b57-804f-98a09221f04d,Evere
95a2bcd2-ceb1-45f7-ba26-8952095095d7,Bouda's Wok,4.5,11,4.46451,51.20806,2100,ubereats,ubereats_95a2bcd2-ceb1-45f7-ba26-8952095095d7,Deurne
8d51ea8f-29b4-5ce6-accf-ae72e1b75441,Pitta Pizza Pamukkale II,,0,4.21209,51.12723,9140,ubereats,ubereats_8d51ea8f-29b4-5ce6-accf-ae72e1b75441,Tielrode
861bf732-a2a6-5399-bd33-158117eacf6f,Burger Zone,,0,4.4486576331491845,51.17087525535114,2640,ubereats,ubereats_861bf732-a2a6-5399-bd33-158117eacf6f,Mortsel
ef1dfd38-d686-4ad8-9459-b0b1372b6ffc,Munch,,0,4.4039926,51.2159534,2000,ubereats,ubereats_ef1dfd38-d686-4ad8-9459-b0b1372b6ffc,Antwerpen
4911ac37-f0dc-46f5-9828-e4fc6dc29e61,Couleur Safran,4.3,38,4.3296668,50.7871592,1180,ubereats,ubereats_4911ac37-f0dc-46f5-9828-e4fc6dc29e61,Uccle
ec3f1b8d-2998-5aab-81fe-2afbfd0549d6,Burger King - Groot Bijgaarden,4.1,87,4.252776018991829,50.879620335044045,1702,ubereats,ubereats_ec3f1b8d-2998-5aab-81fe-2afbfd0549d6,Groot-Bijgaarden
b019a45f-a5b0-470e-9f1c-3c2d23519e21,Thai Spice,4.3,15,4.3540493,50.7471779,1640,ubereats,ubereats_b019a45f-a5b0-470e-9f1c-3c2d23519e21,Rhode-Saint-Genèse
6d0d38a0-919e-4145-b511-539c8081a3e2,Pizza@Home,3.0,11,4.49407,51.29156,2930,ubereats,ubereats_6d0d38a0-919e-4145-b511-539c8081a3e2,Brasschaat
60d7aefa-8cc1-507f-91dd-0eb048e52dbe,B@H - Burger At Home,,0,4.53792,50.93336,1910,ubereats,ubereats_60d7aefa-8cc1-507f-91dd-0eb048e52dbe,Nederokkerzeel
25eda3cc-5535-5a29-8585-e22c0a5d2693,Carrefour Express - Merksem Lambrechtshoek,4.9,20,4.43338,51.24936,2170,ubereats,ubereats_25eda3cc-5535-5a29-8585-e22c0a5d2693,Merksem
1a0ad4fd-46c9-4db2-99f5-c8556ea81dd8,Boucherie Wayez,,0,4.3124699,50.8357681,1070,ubereats,ubereats_1a0ad4fd-46c9-4db2-99f5-c8556ea81dd8,Anderlecht
ccf0fb08-6a5b-5ead-87de-f19891700126,EZ shops,,0,4.424326080618603,51.18320117621465,2600,ubereats,ubereats_ccf0fb08-6a5b-5ead-87de-f19891700126,Berchem
3792f57e-feae-4e44-831d-a1859a04f091,Osteria Michele ,4.0,71,4.703498,50.8781224,3000,ubereats,ubereats_3792f57e-feae-4e44-831d-a1859a04f091,Leuven
85bae12b-e36f-524c-be41-75ef56ab1705,Swatow,4.3,23,4.42574,51.17536,2610,ubereats,ubereats_85bae12b-e36f-524c-be41-75ef56ab1705,Wilrijk
ef2dff83-6412-4702-b6b7-b63813240dc6,El Patron,,0,4.1342,51.16653,9100,ubereats,ubereats_ef2dff83-6412-4702-b6b7-b63813240dc6,Sint-Niklaas
3cde590e-ce10-44a8-890d-eee1a4fc9ba6,Goesting,,0,4.40538,51.22523,2000,ubereats,ubereats_3cde590e-ce10-44a8-890d-eee1a4fc9ba6,Antwerpen
f21d6762-8a3a-40fb-9e5a-d0f24d1e8ef5,Orient Kitchen,4.4,105,4.3125276,50.8586546,1080,ubereats,ubereats_f21d6762-8a3a-40fb-9e5a-d0f24d1e8ef5,Molenbeek-Saint-Jean
40b7e125-e719-5197-ac5e-5d86a87b1b60,Kap ou pas Kap Salon,3.5,15,4.3849,50.84443,1000,ubereats,ubereats_40b7e125-e719-5197-ac5e-5d86a87b1b60,Bruxelles
bee2aa3a-8fea-4734-876d-b3b81ada9bff,Burger King - Westland,4.3,0,4.28738,50.83851,1070,ubereats,ubereats_bee2aa3a-8fea-4734-876d-b3b81ada9bff,Anderlecht
c425f3f1-7057-4cc4-9566-ef22f45de427,Oost-Azie,4.5,66,4.4325917,51.2063593,2018,ubereats,ubereats_c425f3f1-7057-4cc4-9566-ef22f45de427,Antwerpen
6c98665b-a8ac-4bd7-a5a3-a345ad74f645,Dolce Luna,,0,4.20284,50.69103,1480,ubereats,ubereats_6c98665b-a8ac-4bd7-a5a3-a345ad74f645,Tubize
7feefd60-831e-5038-9362-97f1ce57eb5b,SUNRJ,4.8,24,4.42595,50.84544,1200,ubereats,ubereats_7feefd60-831e-5038-9362-97f1ce57eb5b,Woluwe-Saint-Lambert
efe95f5c-17b5-4b5d-ba09-3828520c3d67,Moochie Frozen Yogurt - Gent,4.7,12,3.722626,51.0541933,9000,ubereats,ubereats_efe95f5c-17b5-4b5d-ba09-3828520c3d67,Gent
5d1237b5-ec4d-40ae-8e8b-5366811d95c1,Lucy Chang - Knokke,,0,3.28357,51.35077,8300,ubereats,ubereats_5d1237b5-ec4d-40ae-8e8b-5366811d95c1,Westkapelle
9e439971-75ab-5933-b0bb-5b8daa3294b3,CafÃ© Latte,,0,4.3849,50.84443,1000,ubereats,ubereats_9e439971-75ab-5933-b0bb-5b8daa3294b3,Bruxelles
e5293105-a852-4453-bce4-9f59d3c250f3,Snack Twins,4.6,0,4.34119,50.80257,1180,ubereats,ubereats_e5293105-a852-4453-bce4-9f59d3c250f3,Uccle
8c375edf-299c-48cd-a85a-1670a941f18d,Boston Steakhouse - Antwerpen,,0,4.4197205,51.2174382,2018,ubereats,ubereats_8c375edf-299c-48cd-a85a-1670a941f18d,Antwerpen
112e98b9-5e3e-4b59-8147-9013cb1de30a,Pizzeria Milano - Anderlecht,4.6,29,4.315002,50.848363,1070,ubereats,ubereats_112e98b9-5e3e-4b59-8147-9013cb1de30a,Anderlecht
a8d18930-25c7-543e-8272-435ce814b649,La Dolce Italia,,0,4.3648,50.89549,1020,ubereats,ubereats_a8d18930-25c7-543e-8272-435ce814b649,Laeken
4c8a4089-146e-5987-b116-f0477d3ebaf3,Marinah,,0,4.30592,50.83499,1070,ubereats,ubereats_4c8a4089-146e-5987-b116-f0477d3ebaf3,Anderlecht
d4cd8901-df8f-47e5-b6a0-da9bf57f1443,L'Arlecchino Pizzeria & Cucina,4.6,45,4.3973246,50.7312543,1410,ubereats,ubereats_d4cd8901-df8f-47e5-b6a0-da9bf57f1443,Waterloo
233b4aa4-8b3e-48d8-9ca7-0136d755596f,Boulangerie Gavilan- Tartines et Saveurs,4.5,52,4.32837,50.87674,1090,ubereats,ubereats_233b4aa4-8b3e-48d8-9ca7-0136d755596f,Jette
28b39118-ef05-4b0c-ab34-3d63af194a47,King chicken,,0,3.7088786,51.0570137,9000,ubereats,ubereats_28b39118-ef05-4b0c-ab34-3d63af194a47,Gent
f83358ed-e926-5245-b4c4-50286267eb1d,Belgitude,4.8,22,4.43433,50.84117,1200,ubereats,ubereats_f83358ed-e926-5245-b4c4-50286267eb1d,Woluwe-Saint-Lambert
cb79e13f-a162-52af-abe7-fca03bb63be6,Maki Maki - Uccle,4.5,184,4.33686,50.80414,1180,ubereats,ubereats_cb79e13f-a162-52af-abe7-fca03bb63be6,Uccle
a555a2ff-7dc5-4114-a8b8-1d74d084b347,Kangei Sushi & Curry House,,0,4.1426306,51.1705281,9100,ubereats,ubereats_a555a2ff-7dc5-4114-a8b8-1d74d084b347,Sint-Niklaas
3aa0b677-319f-5865-9f2e-7e9508ebf6d2,Burgers & Fried Chicken - Provinciestraat,4.7,32,4.4266,51.21134,2018,ubereats,ubereats_3aa0b677-319f-5865-9f2e-7e9508ebf6d2,Antwerpen
44b43e2a-a131-5e1d-b892-7598e4370433,Anatolia Bakkerij,,0,4.36611,51.17458,2660,ubereats,ubereats_44b43e2a-a131-5e1d-b892-7598e4370433,Hoboken
316f204b-1ce7-4986-b549-1177ec5c1c89,Toronto Pizza&Burger,,0,3.87578,50.77085,9500,ubereats,ubereats_316f204b-1ce7-4986-b549-1177ec5c1c89,Zarlardinge
2b87d62c-d72f-404b-b4c6-cfc267472f55,Wok masala,4.5,31,4.389973742352456,50.86885891874938,1030,ubereats,ubereats_2b87d62c-d72f-404b-b4c6-cfc267472f55,Schaerbeek
ac4a8a59-c3d3-45b1-98f0-a7a9f4dab315,Sushi Harvest,,0,4.4692011,51.2238503,2100,ubereats,ubereats_ac4a8a59-c3d3-45b1-98f0-a7a9f4dab315,Deurne
a61ab716-56e9-4740-a65b-5e75c588ea58,De Kruimel,,0,4.7063317,50.8764917,3000,ubereats,ubereats_a61ab716-56e9-4740-a65b-5e75c588ea58,Leuven
be2fceb9-3d41-4ed0-b653-f2ef99f7ce3e,Ochies Jamaican ,,0,3.74537,51.0591,9040,ubereats,ubereats_be2fceb9-3d41-4ed0-b653-f2ef99f7ce3e,Sint-Amandsberg
f02a7867-6f90-4efc-82d3-42e20801b824,Kebab@Home,,0,4.0272089,50.9370516,9300,ubereats,ubereats_f02a7867-6f90-4efc-82d3-42e20801b824,Aalst
e75fc7dc-2a08-402a-9df9-9c082fd22aca,Tacoâ€™s N Burger,3.6,23,4.23638,50.7332,1500,ubereats,ubereats_e75fc7dc-2a08-402a-9df9-9c082fd22aca,Halle
513567c7-54e2-5736-b104-8f1ed7e852eb,Gluten free wonderland,,0,4.75798,50.86387,3360,ubereats,ubereats_513567c7-54e2-5736-b104-8f1ed7e852eb,Opvelp
7b9762fc-bb27-42bc-8614-f756a5a76ffe,Vissemie,,0,4.48052,51.02957,2800,ubereats,ubereats_7b9762fc-bb27-42bc-8614-f756a5a76ffe,Walem
b590064e-2b4a-4e07-bd30-c9d394fab054,BARNEYâ€™s BURGERS,3.8,10,3.23567,51.21042,8000,ubereats,ubereats_b590064e-2b4a-4e07-bd30-c9d394fab054,Koolkerke
50dc1ff4-56aa-4c48-a693-d05f79c42c5e,Factory Spare Ribs,,0,4.431953760813583,50.83693105056621,1150,ubereats,ubereats_50dc1ff4-56aa-4c48-a693-d05f79c42c5e,Woluwe-Saint-Pierre
5843d5e0-145c-5cd9-9469-7db64f97ade5,Chez Giovanni,4.5,0,4.30687,50.86664,1082,ubereats,ubereats_5843d5e0-145c-5cd9-9469-7db64f97ade5,Berchem-Sainte-Agathe
23aaee87-c4fa-478d-aed1-a42e94cebf52,Vier Mama's ,,0,3.72439,51.04743,9000,ubereats,ubereats_23aaee87-c4fa-478d-aed1-a42e94cebf52,Gent
f3562d7d-3a2b-4d9c-855f-3b2c39abb5a9,Taste of India - Oostende,4.6,23,2.91917,51.23504,8400,ubereats,ubereats_f3562d7d-3a2b-4d9c-855f-3b2c39abb5a9,Zandvoorde
289e5ea1-1184-4a88-b0ed-14a0619892d5,Chocolalino,,0,3.22576,51.20767,8000,ubereats,ubereats_289e5ea1-1184-4a88-b0ed-14a0619892d5,Koolkerke
d1d7d046-dd0d-4c20-b589-485530a4bc2a,Hierbas Salads,,0,3.7107154,51.0373637,9000,ubereats,ubereats_d1d7d046-dd0d-4c20-b589-485530a4bc2a,Gent
bcbb3fce-5c40-4b5e-88fb-e76c35b90ee7,Chaplin's Pizza,3.8,23,4.44333,51.23124,2100,ubereats,ubereats_bcbb3fce-5c40-4b5e-88fb-e76c35b90ee7,Deurne
8b114221-1759-5e0f-bbb1-c1f094f04d54,Sensei Sushi - Meizer,4.3,36,4.39972,50.8552,1030,ubereats,ubereats_8b114221-1759-5e0f-bbb1-c1f094f04d54,Schaerbeek
f1fce921-07ff-4caa-87f2-1c71adea1e70,Foodtruck Chimney's,,0,4.40831,51.22992,2000,ubereats,ubereats_f1fce921-07ff-4caa-87f2-1c71adea1e70,Antwerpen
feb6090f-68fa-40ee-9f82-46d0d480aa1d,Big Bellies,,0,3.74362,51.05358,9000,ubereats,ubereats_feb6090f-68fa-40ee-9f82-46d0d480aa1d,Gent
2146cc29-06d6-43b8-8a0f-aa0441e8933d,Bakkerij 2800,,0,4.4758245,51.0312817,2800,ubereats,ubereats_2146cc29-06d6-43b8-8a0f-aa0441e8933d,Walem
31202a02-5c6c-477a-b60b-e52fa77efc07,Egzon burger ,4.6,43,4.4152452,50.8592855,1140,ubereats,ubereats_31202a02-5c6c-477a-b60b-e52fa77efc07,Evere
359c45ae-1e28-404f-96ae-df84f5d1f859,Gks Express,4.4,26,4.32589,50.87376,1090,ubereats,ubereats_359c45ae-1e28-404f-96ae-df84f5d1f859,Jette
bfa67eaa-e783-5ae5-b3bd-8aec050801b4,Frituur Nederkouter,3.1,13,3.72237,51.04636,9000,ubereats,ubereats_bfa67eaa-e783-5ae5-b3bd-8aec050801b4,Gent
fbdcd312-7c3c-4e69-90e9-c62a4a9b82db,Mamma Roma - Gent Boekentoren,,0,3.7264735,51.0449589,9000,ubereats,ubereats_fbdcd312-7c3c-4e69-90e9-c62a4a9b82db,Gent
b11f01da-5c95-4170-8849-63210ec75248,Echt Antwerps gebak,,0,4.46637,51.19484,2100,ubereats,ubereats_b11f01da-5c95-4170-8849-63210ec75248,Deurne
0d66ee0d-2cc4-472c-add0-a283eae5a8af,Jilles Beer & Burgers Zuid,3.9,13,3.73165,51.03896,9000,ubereats,ubereats_0d66ee0d-2cc4-472c-add0-a283eae5a8af,Gent
bf006f7f-fee5-44fa-976a-3940b9d3b24d,Basic Italian,,0,4.4124098,51.2311075,2000,ubereats,ubereats_bf006f7f-fee5-44fa-976a-3940b9d3b24d,Antwerpen
7b63212a-3914-4bce-b51e-de7a36b4ef79,McDonald's - Groenplaats,4.3,0,4.4010789,51.2197873,2000,ubereats,ubereats_7b63212a-3914-4bce-b51e-de7a36b4ef79,Antwerpen
761cbe4f-e345-5aee-b7ee-ae2a62a8e21f,Indian Palace,,0,4.56976,51.13147,2500,ubereats,ubereats_761cbe4f-e345-5aee-b7ee-ae2a62a8e21f,Lier
7eee6b62-612b-4934-a0b1-a8882887b05f,Pizza Company - Antwerpen,4.3,0,4.4079983,51.2108333,2018,ubereats,ubereats_7eee6b62-612b-4934-a0b1-a8882887b05f,Antwerpen
4b0bfe30-c455-4fd9-9cbb-b5720b4bb288,PokÃ© Point,,0,3.7167999,51.0400149,9000,ubereats,ubereats_4b0bfe30-c455-4fd9-9cbb-b5720b4bb288,Gent
d1997ee2-a7ae-4bae-8c1e-1e2cccd464d9,Hotdog Factory,,0,4.4149934,51.2199994,2000,ubereats,ubereats_d1997ee2-a7ae-4bae-8c1e-1e2cccd464d9,Antwerpen
d3fdd49e-b07f-58f9-a3b1-c8691af924ab,Carrefour Express - Waterloo Petits Champ,4.2,22,4.39887,50.72513,1410,ubereats,ubereats_d3fdd49e-b07f-58f9-a3b1-c8691af924ab,Waterloo
883e887b-2d35-46e8-8699-330ab051ffc3,Frituur Drakenhof,4.7,42,4.466374553740025,51.19492011170577,2100,ubereats,ubereats_883e887b-2d35-46e8-8699-330ab051ffc3,Deurne
1526c33c-80d1-520d-8083-7ea2c6499c9c,Signature PokÃ©,,0,4.30661,50.9089,1780,ubereats,ubereats_1526c33c-80d1-520d-8083-7ea2c6499c9c,Wemmel
4f7aafaf-e7b7-4ac9-8041-eb2f074d0580,Versslager De Laet,,0,4.5006867,51.2223742,2110,ubereats,ubereats_4f7aafaf-e7b7-4ac9-8041-eb2f074d0580,Wijnegem
002b3539-72a4-49ce-a606-51da9fd8a07a,Pizzeria La Lanterna,4.3,45,4.40747,51.2126934,2000,ubereats,ubereats_002b3539-72a4-49ce-a606-51da9fd8a07a,Antwerpen
7c699910-9262-4621-9dea-1ad9ae06bfe3,Indian Royal Food,4.3,24,4.6936865,50.88059,3000,ubereats,ubereats_7c699910-9262-4621-9dea-1ad9ae06bfe3,Leuven
9820b902-724a-473b-b551-3dbf272c8cbb,New Maan,,0,4.71963,50.87803,3010,ubereats,ubereats_9820b902-724a-473b-b551-3dbf272c8cbb,Kessel Lo
28844d02-ea79-4b1f-8980-a307cabf752b,Arnaud Duroy - La Hulpe,,0,4.48953,50.73175,1310,ubereats,ubereats_28844d02-ea79-4b1f-8980-a307cabf752b,La Hulpe
d0d3de13-3d7a-457e-8e5a-bfc7e4d723ad,Bioloco ,,0,4.512923631835766,50.720670975792586,1332,ubereats,ubereats_d0d3de13-3d7a-457e-8e5a-bfc7e4d723ad,Genval
f59cf3aa-eeee-4250-8e47-e758814b681f,McDonald's - Hasselt,,0,5.3019664,50.9389671,3511,ubereats,ubereats_f59cf3aa-eeee-4250-8e47-e758814b681f,Stokrooie
29bc1e83-57e3-444f-b2bf-4ad6fd420c46,Sweet&Tasty,,0,4.41317,51.22005,2000,ubereats,ubereats_29bc1e83-57e3-444f-b2bf-4ad6fd420c46,Antwerpen
bdb8dcc2-344f-59bb-b944-2044b8a680c8,Pizzeria Nina,,0,4.25366,50.87123,1702,ubereats,ubereats_bdb8dcc2-344f-59bb-b944-2044b8a680c8,Groot-Bijgaarden
f33ad73b-4d1c-485d-b34b-fec5700b2410,Ravazjol,,0,4.04055,50.93833,9300,ubereats,ubereats_f33ad73b-4d1c-485d-b34b-fec5700b2410,Aalst
5948d775-8b90-483c-8c1f-007d15dd49db,Giuseppe's pizza forno a legna,4.4,86,3.7228913,51.05431,9000,ubereats,ubereats_5948d775-8b90-483c-8c1f-007d15dd49db,Gent
846deecb-e796-49bc-8fd5-9f75bef113ea,Buena Onda,,0,4.70442,50.87712,3000,ubereats,ubereats_846deecb-e796-49bc-8fd5-9f75bef113ea,Leuven
e6114e6b-b9e0-5016-8928-1011fc5f6a34,The Dough Bar - Edible Cookie Dough,,0,3.23567,51.21043,8000,ubereats,ubereats_e6114e6b-b9e0-5016-8928-1011fc5f6a34,Koolkerke
f935734c-d619-4e4e-a493-1b83cd7de092,Pitta Snack Metropol,,0,3.72028,51.0234,9000,ubereats,ubereats_f935734c-d619-4e4e-a493-1b83cd7de092,Gent
95f787ae-9aa5-49d9-98b3-f186f4592376,Delitraiteur - Ganshoren,4.3,18,4.3108029,50.8740366,1083,ubereats,ubereats_95f787ae-9aa5-49d9-98b3-f186f4592376,Ganshoren
5deaa7cd-b2da-48a9-a850-d52309d55239,Brasserie Boerke Nijs,,0,4.683124119946067,50.87693314188129,3001,ubereats,ubereats_5deaa7cd-b2da-48a9-a850-d52309d55239,Heverlee
9156f0f6-1319-4a74-b2c2-d3b1b77d08af,Dunkin' - Keyserlei,4.0,36,4.41942,51.2174585,2018,ubereats,ubereats_9156f0f6-1319-4a74-b2c2-d3b1b77d08af,Antwerpen
a0fa0bf6-ba39-4a1a-acc6-f12303346e26,Al-Daar Restaurant,,0,4.42594,51.22183,2060,ubereats,ubereats_a0fa0bf6-ba39-4a1a-acc6-f12303346e26,Antwerpen
c61aa258-d4e3-50fd-891b-b67d952dbbbf,RUBA - Healthy Fresh Food Gent,4.5,0,3.72152,51.04767,9000,ubereats,ubereats_c61aa258-d4e3-50fd-891b-b67d952dbbbf,Gent
d3454259-7fe8-5d03-b486-aec39be0487d,Sakhon ThaÃ¯ - Enghien,,0,4.04223,50.6947,7850,ubereats,ubereats_d3454259-7fe8-5d03-b486-aec39be0487d,Petit-Enghien
bc93a1f7-37c1-42a8-bd01-c45e584eb725,Aroy Brasschaat,,0,4.49303,51.29136,2930,ubereats,ubereats_bc93a1f7-37c1-42a8-bd01-c45e584eb725,Brasschaat
95535e37-1443-4640-af13-8bd5ce353e2f,De Faucon Dagwinkel,,0,4.47084,51.22084,2100,ubereats,ubereats_95535e37-1443-4640-af13-8bd5ce353e2f,Deurne
7cf81c7a-0466-51a6-aaff-f322e2e6995e,Pizza Hut - Gentse Baan 2,,0,4.13252,51.15032,9100,ubereats,ubereats_7cf81c7a-0466-51a6-aaff-f322e2e6995e,Sint-Niklaas
fd3cc8e7-2998-4fc1-9561-6f86c9a89f26,Ekersushi,4.4,16,4.42102077841925,51.282413252509365,2180,ubereats,ubereats_fd3cc8e7-2998-4fc1-9561-6f86c9a89f26,Ekeren
efb3eaee-ab4f-4d60-ba98-f588cebcc4df,Takumi Ramen & Yakisoba,4.6,46,4.40103,51.21993,2000,ubereats,ubereats_efb3eaee-ab4f-4d60-ba98-f588cebcc4df,Antwerpen
de54e78e-0912-4607-bd1d-d5123e5272bd,Snack Halle,,0,4.235501386325079,50.734382952542056,1500,ubereats,ubereats_de54e78e-0912-4607-bd1d-d5123e5272bd,Halle
9fe0b63c-888f-5ff1-8378-6358ffb67ba3,Chicken World,4.6,15,3.72964,51.04166,9000,ubereats,ubereats_9fe0b63c-888f-5ff1-8378-6358ffb67ba3,Gent
2936316a-c1a7-4ce4-8fd3-482419a29bd4,Kassia food,,0,4.23314,50.78129,1600,ubereats,ubereats_2936316a-c1a7-4ce4-8fd3-482419a29bd4,Sint-Pieters-Leeuw
011f21dc-5d78-4ceb-8516-4c0a4f036318,RACKS BBQ,,0,4.445565305650234,51.22919075632911,2100,ubereats,ubereats_011f21dc-5d78-4ceb-8516-4c0a4f036318,Deurne
7793b66d-1d43-4e69-aaa2-d9b32d55a3ee,Pizza Hut - St-Annastraat,4.5,75,4.3614455,50.9024882,1853,ubereats,ubereats_7793b66d-1d43-4e69-aaa2-d9b32d55a3ee,Strombeek-Bever
0c2e22dc-e20c-42dd-8048-9b23abcb05a9,Le Pain Quotidien - Mechelen,,0,4.47893,51.02651,2800,ubereats,ubereats_0c2e22dc-e20c-42dd-8048-9b23abcb05a9,Walem
2f0344c4-5d8b-4a3c-b2c4-525a8e831a56,BellaVita,4.4,17,4.41899,51.27883,2180,ubereats,ubereats_2f0344c4-5d8b-4a3c-b2c4-525a8e831a56,Ekeren
e5808bed-2a9e-50df-a2d1-cd9c87ced0ff,La Cucina - Pizzeria Tradizionale - Anderlecht,4.5,178,4.30244,50.83209,1070,ubereats,ubereats_e5808bed-2a9e-50df-a2d1-cd9c87ced0ff,Anderlecht
e309cc2e-0088-466a-9084-d3d08157fa5a,Bookbinders,,0,4.4677295,51.1994951,2100,ubereats,ubereats_e309cc2e-0088-466a-9084-d3d08157fa5a,Deurne
187e69c9-73d5-400d-b648-a5f223c0119e,Pizza Talia's,4.2,27,3.22924,51.19999,8000,ubereats,ubereats_187e69c9-73d5-400d-b648-a5f223c0119e,Koolkerke
026e7f02-a41a-4d7c-9f34-58374201cf11,El Bocado,,0,5.3342138,50.9305551,3500,ubereats,ubereats_026e7f02-a41a-4d7c-9f34-58374201cf11,Sint-Lambrechts-Herk
a0ccec4b-46c0-4530-b0c0-47bb49906319,La Gondola,,0,3.2241103,51.206639,8000,ubereats,ubereats_a0ccec4b-46c0-4530-b0c0-47bb49906319,Koolkerke
561dccb5-ccb7-4b1a-bd71-85f03bce8fd0,De pasvite,4.8,10,4.70329,50.8785663,3000,ubereats,ubereats_561dccb5-ccb7-4b1a-bd71-85f03bce8fd0,Leuven
96401492-c877-4308-a033-8658c141459f,Prima Donna,4.4,68,3.7254465,51.0403488,9000,ubereats,ubereats_96401492-c877-4308-a033-8658c141459f,Gent
6aadb30b-08cd-5cae-9954-ed0dec3d3969,Papa's Burger,4.5,74,4.44101,51.21414,2140,ubereats,ubereats_6aadb30b-08cd-5cae-9954-ed0dec3d3969,Borgerhout
97777989-6ee0-5d41-8830-2a166f904f4a,Yathida Noodle House,,0,2.88685,50.8522,8900,ubereats,ubereats_97777989-6ee0-5d41-8830-2a166f904f4a,Sint-Jan
1f2cfba0-27bc-46dc-83a9-ba9933b39b59,â€˜Tpakskefriet,,0,4.400518,51.218901,2000,ubereats,ubereats_1f2cfba0-27bc-46dc-83a9-ba9933b39b59,Antwerpen
38288aee-30a7-53f5-9d85-31b29d616c36,JB Sushi Bar and wok,4.2,13,4.38934,50.86977,1030,ubereats,ubereats_38288aee-30a7-53f5-9d85-31b29d616c36,Schaerbeek
f06c5cc0-89cc-4ab8-a1a3-a4e0986277fc,Nachtwinkel Nachtwacht,4.4,22,3.72539,51.04037,9000,ubereats,ubereats_f06c5cc0-89cc-4ab8-a1a3-a4e0986277fc,Gent
72b2f86a-3672-4180-880c-8ae8f1b65ffd,Tamo,,0,4.3955998,51.2107825,2000,ubereats,ubereats_72b2f86a-3672-4180-880c-8ae8f1b65ffd,Antwerpen
