restaurant_id,menu_item_name,price,description,platform,restaurant_id_platform_unique
pizza-hut-delivery-waregem-1,Chicken twist classic pizza large,22.5,"""Poulet kebab (halal), oignon, dés de tomates, sauce à l'ail douce, mozzarella, sauce tomate.""",takeaway,takeaway_pizza-hut-delivery-waregem-1
pizza-hut-delivery-waregem-1,Alsace classic pizza large,22.5,"""Lardons fumé, oignon, champignons, sauce a l'ail, mozzarella, sauce tomate.""",takeaway,takeaway_pizza-hut-delivery-waregem-1
pizza-hut-delivery-waregem-1,Supreme classic pizza large,22.5,"'Viande de boeuf, saucisson pepperoni, champignons, poivrons vert, oignon, mozzarella, sauce tomate.'",takeaway,takeaway_pizza-hut-delivery-waregem-1
pizza-hut-delivery-waregem-1,Pick@Mix classic pizza large,22.5,"'Devenez le chef cuisto et composez votre pizza: sauce au choix, mozzarella et 3 ingrédients au choix.'",takeaway,takeaway_pizza-hut-delivery-waregem-1
pizza-hut-delivery-waregem-1,4 fromages classic pizza large,24.5,"""Emmental, fromage de chèvre, Fourme d'Ambert AOP, mozzarella, crème épaisse.""",takeaway,takeaway_pizza-hut-delivery-waregem-1
pizza-hut-delivery-waregem-1,Grimbergen classic pizza large,24.5,"""Jambon italien (parme), champignons, mozzarella, crème épaisse, fromage d'abbaye Grimbergen.""",takeaway,takeaway_pizza-hut-delivery-waregem-1
pizza-hut-delivery-waregem-1,Thon classic pizza large,24.5,"'Thon, olives noires, oignons rouges, persil, sauce tomate, mozzarella.'",takeaway,takeaway_pizza-hut-delivery-waregem-1
pizza-hut-delivery-waregem-1,Super supreme classic pizza large,24.5,"'Viande de boeuf, viande de porc, jambon, saucisson pepperoni, champignons, poivrons vert, oignon, olives noires, mozzarella, sauce tomate.'",takeaway,takeaway_pizza-hut-delivery-waregem-1
pizza-hut-delivery-waregem-1,Falafel classic pizza large,24.5,"'Boulettes de falafel, coulis de basilic, tomates en dés, persil, sauce tomate, fromage vegan Violife.'",takeaway,takeaway_pizza-hut-delivery-waregem-1
pizza-hut-delivery-waregem-1,Margherita cheesy crust pizza large,19.4,"'La pizza originale au four avec sauce tomate, mozzarella.'",takeaway,takeaway_pizza-hut-delivery-waregem-1
pizza-hut-delivery-waregem-1,Pepperoni lovers cheesy crust pizza large,21.4,"'Saucisson pepperoni, mozzarella, sauce tomate.'",takeaway,takeaway_pizza-hut-delivery-waregem-1
pizza-hut-delivery-waregem-1,Cheesam cheesy crust pizza large,21.4,"'Ham, extra mozzarella, tomatensaus.'",takeaway,takeaway_pizza-hut-delivery-waregem-1
pizza-hut-delivery-waregem-1,Garden lovers cheesy crust pizza large,22.4,"'Champignons, poivrons vert, oignon, dés de tomates, mozzarella, sauce tomate.'",takeaway,takeaway_pizza-hut-delivery-waregem-1
pizza-hut-delivery-waregem-1,Forestiere cheesy crust pizza large,22.4,"'Jambon, champignons, dés de tomates, mozzarella, sauce tomate.'",takeaway,takeaway_pizza-hut-delivery-waregem-1
pizza-hut-delivery-waregem-1,Hawaiian cheesy crust pizza large,24.4,"'Ananas, jambon, champignons, mozzarella, sauce tomate.'",takeaway,takeaway_pizza-hut-delivery-waregem-1
pizza-hut-delivery-waregem-1,Hot'n spicy cheesy crust pizza large,24.4,"'Viande de boeuf épicée, piments vert, oignon, dés de tomates, mozarella, sauce tomate.'",takeaway,takeaway_pizza-hut-delivery-waregem-1
pizza-hut-delivery-waregem-1,Pepper cheesy crust pizza large,24.4,"'Viande de boeuf (double portion), tomates en dés, oignons rouges, sauce au poivre, sauce tomate, mozzarella.'",takeaway,takeaway_pizza-hut-delivery-waregem-1
pizza-hut-delivery-waregem-1,Sweet chicken curry cheesy crust pizza large,24.4,"'Poulet grillé, ananas, dés de tomates, sauce curry douce, mozzarella, sauce tomate.'",takeaway,takeaway_pizza-hut-delivery-waregem-1
pizza-hut-delivery-waregem-1,Chicken barbecue cheesy crust pizza large,24.4,"'Poulet grillé, champignons, poivrons vert, oignon, mozzarella, sauce barbecue.'",takeaway,takeaway_pizza-hut-delivery-waregem-1
pizza-hut-delivery-waregem-1,Barbecue cheesy crust pizza large,24.4,"'Viande de boeuf (double), bacon fumé, oignon, mozzarella, sauce barbecue.'",takeaway,takeaway_pizza-hut-delivery-waregem-1
pizza-hut-delivery-waregem-1,Chicken twist cheesy crust pizza large,24.4,"""Poulet kebab (halal), oignon, dés de tomates, sauce à l'ail douce, mozzarella, sauce tomate.""",takeaway,takeaway_pizza-hut-delivery-waregem-1
pizza-hut-delivery-waregem-1,Alsace cheesy crust pizza large,24.4,"""Lardons fumé, oignon, champignons, sauce a l'ail, mozzarella, sauce tomate.""",takeaway,takeaway_pizza-hut-delivery-waregem-1
pizza-hut-delivery-waregem-1,Supreme cheesy crust pizza large,24.4,"'Viande de boeuf, saucisson pepperoni, champignons, poivrons vert, oignon, mozzarella, sauce tomate.'",takeaway,takeaway_pizza-hut-delivery-waregem-1
pizza-hut-delivery-waregem-1,Pick@Mix cheesy crust pizza large,24.4,"'Devenez le chef cuisto et composez votre pizza: sauce au choix, mozzarella et 3 ingrédients au choix.'",takeaway,takeaway_pizza-hut-delivery-waregem-1
pizza-hut-delivery-waregem-1,4 fromages cheesy crust pizza large,26.4,"""Emmental, fromage de chèvre, Fourme d'Ambert AOP, mozzarella, crème épaisse.""",takeaway,takeaway_pizza-hut-delivery-waregem-1
pizza-hut-delivery-waregem-1,Grimbergen cheesy crust pizza large,26.4,"""Jambon italien (parme), champignons, mozzarella, crème épaisse, fromage d'abbaye Grimbergen.""",takeaway,takeaway_pizza-hut-delivery-waregem-1
pizza-hut-delivery-waregem-1,Thon cheesy crust pizza large,26.4,"'Thon, olives noires, oignons rouges, persil, sauce tomate, mozzarella.'",takeaway,takeaway_pizza-hut-delivery-waregem-1
pizza-hut-delivery-waregem-1,Super Supreme cheesy crust pizza large,26.4,"'Viande de boeuf, viande de porc, jambon, saucisson pepperoni, champignons, poivrons vert, oignon, olives noires, mozzarella, sauce tomate.'",takeaway,takeaway_pizza-hut-delivery-waregem-1
pizza-hut-delivery-waregem-1,Falafel cheesy crust pizza large,26.4,"'Boulettes de falafel, coulis de basilic, tomates en dés, persil, sauce tomate, fromage vegan Violife.'",takeaway,takeaway_pizza-hut-delivery-waregem-1
pizza-hut-delivery-waregem-1,Chocolate breadstick,6.5,"'Bâtonnets de pâte à pizza garnis de chocolat fondant, dessert pour 3 à 4 personnes.'",takeaway,takeaway_pizza-hut-delivery-waregem-1
pizza-royale-molenbeek,Pizza royale,8.0,"'tomates, fromage, poulet fumé, boeuf épicé, viande hachée, oignons, champignons, oeuf'",takeaway,takeaway_pizza-royale-molenbeek
pizza-royale-molenbeek,Pizza buffalo,8.0,"'Sauce bbq, champignons, dinde fumé, pepperoni, fromage, oignons, poivrons, merguez.'",takeaway,takeaway_pizza-royale-molenbeek
pizza-royale-molenbeek,Pizza royale,12.5,"'tomates, fromage, poulet fumé, boeuf épicé, viande hachée, oignons, champignons, oeuf, pomme de terre'",takeaway,takeaway_pizza-royale-molenbeek
pizza-royale-molenbeek,Pizza buffalo,12.5,"'Sauce bbq, champignons, dinde fumé, pepperoni, fromage, oignons, poivrons, merguez.'",takeaway,takeaway_pizza-royale-molenbeek
gusto-di,Composez votre pizza,9.5,'Base margherita.',takeaway,takeaway_gusto-di
gusto-di,Pizza Marinara,8.5,"'Tomate, ail, origan.'",takeaway,takeaway_gusto-di
gusto-di,Pizza Margherita,9.5,"'Tomate, mozzarella, basilic, origan.'",takeaway,takeaway_gusto-di
gusto-di,Pizza Funghi,11.0,"'Tomate, mozzarella, champignons, persil.'",takeaway,takeaway_gusto-di
gusto-di,Pizza Napoli,12.0,"'Tomate, mozzarella, anchois, câpres, olives, origan.'",takeaway,takeaway_gusto-di
gusto-di,Pizza Chorizo,11.5,"'Tomate, mozzarella, salami (halal), piquant.'",takeaway,takeaway_gusto-di
gusto-di,Pizza Prosciutto,11.5,"'Tomate, mozzarella, jambon (halal), origan.'",takeaway,takeaway_gusto-di
gusto-di,Pizza Hawaii,12.0,"'Tomate, mozzarella, jambon (halal), ananas, origan.'",takeaway,takeaway_gusto-di
gusto-di,Pizza 4 Formaggi,12.5,"'Tomate, mozzarella, gorgonzola, taleggio, parmesan.'",takeaway,takeaway_gusto-di
gusto-di,Pizza Regina,12.5,"'Tomate, mozzarella, jambon (halal), champignons, persil, ail.'",takeaway,takeaway_gusto-di
gusto-di,Pizza Tonno,12.5,"'Tomate, mozzarella, thon, oignon, origan, olives.'",takeaway,takeaway_gusto-di
gusto-di,Pizza Bufalina,13.0,"""Tomate, mozzarella di bufala, huile d'olive, origan.""",takeaway,takeaway_gusto-di
gusto-di,Pizza barbecue poulet,13.0,"'Base crème, mozzarella, poulet (halal), poivrons, sauce barbecue.'",takeaway,takeaway_gusto-di
gusto-di,Pizza Carbonara,13.0,"'Base crème, mozzarella, lardons (halal), œuf, parmesan, origan.'",takeaway,takeaway_gusto-di
gusto-di,Pizza Calabrese,12.0,"'Tomate, mozzarella, salami (halal), poivrons.'",takeaway,takeaway_gusto-di
gusto-di,Pizza Fiorentina,13.0,"'Tomate, mozzarella, salami (halal), épinard, tomate cerise, ail.'",takeaway,takeaway_gusto-di
gusto-di,Pizza Lucifero,13.0,"'Tomate, mozzarella, salami piquant (halal), poivrons, œuf, piment.'",takeaway,takeaway_gusto-di
gusto-di,Pizza Amigo,13.0,"'Tomate, mozzarella, oignon, poulet (halal), poivrons, origan.'",takeaway,takeaway_gusto-di
gusto-di,Pizza Deliziosa,13.5,"'Tomate, mozzarella, oignon, salami (halal), poivrons, artichaut, taleggio.'",takeaway,takeaway_gusto-di
gusto-di,Pizza 4 Stagioni,13.5,"'Tomate, mozzarella, jambon (halal), champignons, artichaut, olives.'",takeaway,takeaway_gusto-di
gusto-di,Pizza creamy,14.0,"'Base crème, mozzarella, champignons, poulet (halal), tomate cerise, mozzarella fraîche.'",takeaway,takeaway_gusto-di
gusto-di,Pizza parmigiana,12.5,"'Tomate, mozzarella, aubergines, parmesan, huile de olive, basilic, tomate cerise.'",takeaway,takeaway_gusto-di
gusto-di,Pizza pollo,13.0,"'Tomate, mozzarella, oignon, poulet (halal), ail, persil.'",takeaway,takeaway_gusto-di
gusto-di,Pizza rustica,13.5,"'Tomate, mozzarella, oignon, poivrons, lardons (halal), œuf, tomate cerise.'",takeaway,takeaway_gusto-di
gusto-di,Pizza reale,13.5,"'Tomate, roquette, mozzarella fraîche, tomate cerise, parmesan.'",takeaway,takeaway_gusto-di
gusto-di,Pizza gusto,13.5,"'Base crème, mozzarella, oignon, gorgonzola, tomate cerise, ail.'",takeaway,takeaway_gusto-di
gusto-di,Pizza colorado,13.5,"'Tomate, mozzarella, sauce bolognaise (halal), oignon, poulet (halal), olives.'",takeaway,takeaway_gusto-di
gusto-di,Pizza fratelli,14.0,"'Base crème, mozzarella, oignon, salami (halal), lardons (halal), oeuf, ail.'",takeaway,takeaway_gusto-di
gusto-di,Pizza salmone,14.0,"'Base crème, mozzarella, saumon, tomate cerise, persil.'",takeaway,takeaway_gusto-di
gusto-di,Pizza scampi,14.0,"'Tomate, mozzarella, scampis, courgette, tomate cerise, ail.'",takeaway,takeaway_gusto-di
gusto-di,Pizza vegetariana,14.0,"'Tomate, mozzarella, aubergines, courgette, poivrons, artichaut, origan.'",takeaway,takeaway_gusto-di
gusto-di,Pizza bbq meat,14.0,"'Sauce barbecue, mozzarella, salami piquant (halal), lardons (halal), œuf.'",takeaway,takeaway_gusto-di
gusto-di,Pizza frutti di mare,14.0,"'Tomate, mozzarella, mix de fruits de mer, persil, ail.'",takeaway,takeaway_gusto-di
gusto-di,Pizza deluxe,14.0,"'Tomate, mozzarella, champignons, jambon (halal), salami piquant, poivrons, olive.'",takeaway,takeaway_gusto-di
gusto-di,Pizza burrata,15.0,"'Tomate, mozzarella, roquette, burrata, tomate cerise, parmesan.'",takeaway,takeaway_gusto-di
gusto-di,Pizza tartufo,15.0,"'Base crème, mozzarella, champignons, poulet (halal), créme de truffe.'",takeaway,takeaway_gusto-di
gusto-di,Pizza Nutella,7.5,,takeaway,takeaway_gusto-di
prima-donna,Calzone,13.8,"'Folded pizza with cheese, bolognese sauce, ham, salami, bell pepper, mushrooms.'",takeaway,takeaway_prima-donna
prima-donna,Calzone vegetariana,13.8,"'Folded pizza with cheese, tomato sauce, bell pepper, olives, mushrooms, onion, artichoke, herbs.'",takeaway,takeaway_prima-donna
prima-donna,Basic pizza,8.1,"'Cheese, tomato sauce.'",takeaway,takeaway_prima-donna
royale-pizza-anderlecht,Pizza margherita,7.5,"'Tomate, fromage, olives.'",takeaway,takeaway_royale-pizza-anderlecht
royale-pizza-anderlecht,Pizza 4 fromages,8.5,"'Tomate, mozzarella, gorgonzola, parmesan, emmental.'",takeaway,takeaway_royale-pizza-anderlecht
royale-pizza-anderlecht,Pizza végétarienne,8.5,"'Tomate, fromage, poivrons, artichauts, tomate fraîche, oignons, champignons, olives.'",takeaway,takeaway_royale-pizza-anderlecht
royale-pizza-anderlecht,Pizza parmigiana,8.5,"'Tomate, mozzarella, parmesan, aubergines, basilic.'",takeaway,takeaway_royale-pizza-anderlecht
royale-pizza-anderlecht,Pizza funghi,8.5,"'Tomate, mozzarella, champignons.'",takeaway,takeaway_royale-pizza-anderlecht
royale-pizza-anderlecht,Pizza reine,8.5,"'Tomate, fromage, salami de dinde, champignons, oeuf.'",takeaway,takeaway_royale-pizza-anderlecht
royale-pizza-anderlecht,Pizza campione,8.5,"'Tomate, fromage, carré de boeuf épicé, champignons, oeuf.'",takeaway,takeaway_royale-pizza-anderlecht
royale-pizza-anderlecht,Pizza 4 saisons,8.5,"'Tomate, fromage, salami de dinde, champignons, artichauts, olives.'",takeaway,takeaway_royale-pizza-anderlecht
royale-pizza-anderlecht,Pizza orientale,8.5,"'Tomate, fromage, champignons, merguez, poivrons, merguez, poivrons, oignons.'",takeaway,takeaway_royale-pizza-anderlecht
royale-pizza-anderlecht,Pizza Hawaï,8.5,"'Tomate, fromage, salami de dinde, ananas.'",takeaway,takeaway_royale-pizza-anderlecht
royale-pizza-anderlecht,Pizza parisienne,8.5,"'Tomate, fromage, salami de dinde, salami de poulet fumé, champignons.'",takeaway,takeaway_royale-pizza-anderlecht
royale-pizza-anderlecht,Pizza poulet,8.5,"'Tomate, fromage, poulet, champignons, poivrons, oignons.'",takeaway,takeaway_royale-pizza-anderlecht
royale-pizza-anderlecht,Pizza kefta,8.5,"'Tomate, fromage, viande hachée, champignons, poivrons, olives.'",takeaway,takeaway_royale-pizza-anderlecht
royale-pizza-anderlecht,Pizza mixte,9.0,"'Tomate, fromage, viande hachée, poulet, champignons, poivrons.'",takeaway,takeaway_royale-pizza-anderlecht
royale-pizza-anderlecht,Pizza mexicaine,9.0,"'Tomate, fromage, viande hachée, merguez, champignons, poivrons.'",takeaway,takeaway_royale-pizza-anderlecht
royale-pizza-anderlecht,Pizza India,9.0,"'Tomate, fromage, poulet, merguez, champignons, piment, poivrons.'",takeaway,takeaway_royale-pizza-anderlecht
royale-pizza-anderlecht,Pizza chorizo,9.0,"'Tomate, mozzarella, chorizo, tomates fraîches, oignons.'",takeaway,takeaway_royale-pizza-anderlecht
royale-pizza-anderlecht,Pizza thon,8.5,"'Tomate, fromage, thon, champignons, oignons.'",takeaway,takeaway_royale-pizza-anderlecht
royale-pizza-anderlecht,Pizza napolitaine,8.5,"'Tomate, fromage, anchois, câpres, champignons, olives.'",takeaway,takeaway_royale-pizza-anderlecht
royale-pizza-anderlecht,Pizza fruits de mer,9.0,"'Tomate, fromage, cocktail de fruits de mer, champignons.'",takeaway,takeaway_royale-pizza-anderlecht
royale-pizza-anderlecht,Pizza marina,9.0,"'Tomate, fromage, crevettes, saumon fumé.'",takeaway,takeaway_royale-pizza-anderlecht
royale-pizza-anderlecht,Pizza scampis,9.5,"'Tomate, mozzarella, scampis, ail, champignons.'",takeaway,takeaway_royale-pizza-anderlecht
royale-pizza-anderlecht,Pizza pacifique,9.5,"'Mozzarella, champignons, thon, crevettes, oignons.'",takeaway,takeaway_royale-pizza-anderlecht
royale-pizza-anderlecht,Pizza fermière,9.0,"'Crème fraîche, fromage, champignons, salami de poulet fumé, pommes de terre.'",takeaway,takeaway_royale-pizza-anderlecht
royale-pizza-anderlecht,Pizza Milano,9.0,"'Crème fraîche, fromage, salami de dinde, pommes de terre, oignons.'",takeaway,takeaway_royale-pizza-anderlecht
royale-pizza-anderlecht,Pizza forestière,9.0,"'Crème fraîche, mozzarella, champignons, blanc de poulet, pomme de terre.'",takeaway,takeaway_royale-pizza-anderlecht
royale-pizza-anderlecht,Pizza campagnarde,9.5,"'Crème fraîche, fromage, saumon fumé, champignons, pommes de terre.'",takeaway,takeaway_royale-pizza-anderlecht
royale-pizza-anderlecht,La Pizza royale,9.5,"'Tomate, fromage, salami de poulet fumé, boeuf épicé,'",takeaway,takeaway_royale-pizza-anderlecht
royale-pizza-anderlecht,Pizza Brooklyn,9.0,"'Tomate, mozzarella, kefta, merguez, oeufs, poivrons, champignons, oignons.'",takeaway,takeaway_royale-pizza-anderlecht
royale-pizza-anderlecht,Pizza piscado,9.5,"'Mozzarella, champignons, saumon, scampis, aubergine, oignons.'",takeaway,takeaway_royale-pizza-anderlecht
royale-pizza-anderlecht,Pizza chicken barbecue,9.5,"'Mozzarella, champignons, poulet, olive, poivrons, oignon.'",takeaway,takeaway_royale-pizza-anderlecht
royale-pizza-anderlecht,Pizza buffalo,9.5,"'Mozzarella, champignons, dinde, chorizo, merguez.'",takeaway,takeaway_royale-pizza-anderlecht
royale-pizza-anderlecht,Pizza margherita,10.5,"'Tomate, fromage, olives.'",takeaway,takeaway_royale-pizza-anderlecht
royale-pizza-anderlecht,Pizza 4 fromages,12.0,"'Tomate, mozzarella, gorgonzola, parmesan, emmental.'",takeaway,takeaway_royale-pizza-anderlecht
royale-pizza-anderlecht,Pizza végétarienne,12.0,"'Tomate, fromage, poivrons, artichauts, tomate fraîche, oignons, champignons, olives.'",takeaway,takeaway_royale-pizza-anderlecht
royale-pizza-anderlecht,Pizza funghi,12.0,"'Tomate, mozzarella, champignons.'",takeaway,takeaway_royale-pizza-anderlecht
royale-pizza-anderlecht,Pizza reine,12.0,"'Tomate, fromage, salami de dinde, champignons, oeuf.'",takeaway,takeaway_royale-pizza-anderlecht
royale-pizza-anderlecht,Pizza parmigiana,12.0,"'Tomate, mozzarella, parmesan, aubergines, basilic.'",takeaway,takeaway_royale-pizza-anderlecht
royale-pizza-anderlecht,Pizza campione,12.0,"'Tomate, fromage, carré de boeuf épicé, champignons, oeuf.'",takeaway,takeaway_royale-pizza-anderlecht
royale-pizza-anderlecht,Pizza orientale,12.0,"'Tomate, fromage, champignons, merguez, poivrons, merguez, poivrons, oignons.'",takeaway,takeaway_royale-pizza-anderlecht
royale-pizza-anderlecht,Pizza 4 saisons,12.0,"'Tomate, fromage, salami de dinde, champignons, artichauts, olives.'",takeaway,takeaway_royale-pizza-anderlecht
royale-pizza-anderlecht,Pizza Hawaï,12.0,"'Tomate, fromage, salami de dinde, ananas.'",takeaway,takeaway_royale-pizza-anderlecht
royale-pizza-anderlecht,Pizza parisienne,12.0,"'Tomate, fromage, salami de dinde, salami de poulet fumé, champignons.'",takeaway,takeaway_royale-pizza-anderlecht
royale-pizza-anderlecht,Pizza poulet,12.0,"'Tomate, fromage, poulet, champignons, poivrons, oignons.'",takeaway,takeaway_royale-pizza-anderlecht
royale-pizza-anderlecht,Pizza kefta,12.0,"'Tomate, fromage, viande hachée, champignons, poivrons, olives.'",takeaway,takeaway_royale-pizza-anderlecht
royale-pizza-anderlecht,Pizza mixte,13.0,"'Tomate, fromage, viande hachée, poulet, champignons, poivrons.'",takeaway,takeaway_royale-pizza-anderlecht
royale-pizza-anderlecht,Pizza mexicaine,13.0,"'Tomate, fromage, viande hachée, merguez, champignons, poivrons.'",takeaway,takeaway_royale-pizza-anderlecht
royale-pizza-anderlecht,Pizza India,13.0,"'Tomate, fromage, poulet, merguez, champignons, piment, poivrons.'",takeaway,takeaway_royale-pizza-anderlecht
royale-pizza-anderlecht,Pizza chorizo,13.0,"'Tomate, mozzarella, chorizo, tomates fraîches, oignons.'",takeaway,takeaway_royale-pizza-anderlecht
royale-pizza-anderlecht,Pizza thon,12.0,"'Tomate, fromage, thon, champignons, oignons.'",takeaway,takeaway_royale-pizza-anderlecht
royale-pizza-anderlecht,Pizza napolitaine,12.0,"'Tomate, fromage, anchois, câpres, champignons, olives.'",takeaway,takeaway_royale-pizza-anderlecht
royale-pizza-anderlecht,Pizza fruits de mer,13.0,"'Tomate, fromage, cocktail de fruits de mer, champignons.'",takeaway,takeaway_royale-pizza-anderlecht
royale-pizza-anderlecht,Pizza marina,13.0,"'Tomate, fromage, crevettes, saumon fumé.'",takeaway,takeaway_royale-pizza-anderlecht
royale-pizza-anderlecht,Pizza scampis,13.5,"'Tomate, mozzarella, scampis, ail, champignons.'",takeaway,takeaway_royale-pizza-anderlecht
royale-pizza-anderlecht,Pizza pacifique,13.5,"'Mozzarella, champignons, thon, crevettes, oignons.'",takeaway,takeaway_royale-pizza-anderlecht
royale-pizza-anderlecht,Pizza fermière,12.0,"'Crème fraîche, fromage, champignons, salami de poulet fumé, pommes de terre.'",takeaway,takeaway_royale-pizza-anderlecht
royale-pizza-anderlecht,Pizza Milano,12.0,"'Crème fraîche, fromage, salami de dinde, pommes de terre, oignons.'",takeaway,takeaway_royale-pizza-anderlecht
royale-pizza-anderlecht,Pizza forestière,12.0,"'Crème fraîche, mozzarella, champignons, blanc de poulet, pomme de terre.'",takeaway,takeaway_royale-pizza-anderlecht
royale-pizza-anderlecht,Pizza campagnarde,13.5,"'Crème fraîche, fromage, saumon fumé, champignons, pommes de terre.'",takeaway,takeaway_royale-pizza-anderlecht
royale-pizza-anderlecht,La Pizza royale,13.5,"'Tomate, fromage, salami de poulet fumé, boeuf épicé,'",takeaway,takeaway_royale-pizza-anderlecht
royale-pizza-anderlecht,Pizza Brooklyn,13.5,"'Tomate, mozzarella, kefta, merguez, oeufs, poivrons, champignons, oignons.'",takeaway,takeaway_royale-pizza-anderlecht
royale-pizza-anderlecht,Pizza piscado,13.5,"'Mozzarella, champignons, saumon, scampis, aubergine, oignons.'",takeaway,takeaway_royale-pizza-anderlecht
royale-pizza-anderlecht,Pizza chicken barbecue,13.5,"'Mozzarella, champignons, poulet, olive, poivrons, oignon.'",takeaway,takeaway_royale-pizza-anderlecht
royale-pizza-anderlecht,Pizza buffalo,13.5,"'Mozzarella, champignons, dinde, chorizo, merguez.'",takeaway,takeaway_royale-pizza-anderlecht
royale-pizza-anderlecht,Pizza margherita,17.5,"'Tomate, fromage, olives.'",takeaway,takeaway_royale-pizza-anderlecht
royale-pizza-anderlecht,Pizza 4 fromages,19.0,"'Tomate, mozzarella, gorgonzola, parmesan, emmental.'",takeaway,takeaway_royale-pizza-anderlecht
royale-pizza-anderlecht,Pizza funghi,19.0,"'Tomate, mozzarella, champignons.'",takeaway,takeaway_royale-pizza-anderlecht
royale-pizza-anderlecht,Pizza végétarienne,19.0,"'Tomate, fromage, poivrons, artichauts, tomate fraîche, oignons, champignons, olives.'",takeaway,takeaway_royale-pizza-anderlecht
royale-pizza-anderlecht,Pizza reine,19.0,"'Tomate, fromage, salami de dinde, champignons, oeuf.'",takeaway,takeaway_royale-pizza-anderlecht
royale-pizza-anderlecht,Pizza parmigiana,19.0,"'Tomate, mozzarella, parmesan, aubergines, basilic.'",takeaway,takeaway_royale-pizza-anderlecht
royale-pizza-anderlecht,Pizza campione,19.0,"'Tomate, fromage, carré de boeuf épicé, champignons, oeuf.'",takeaway,takeaway_royale-pizza-anderlecht
royale-pizza-anderlecht,Pizza 4 saisons,19.0,"'Tomate, fromage, salami de dinde, champignons, artichauts, olives.'",takeaway,takeaway_royale-pizza-anderlecht
royale-pizza-anderlecht,Pizza orientale,19.0,"'Tomate, fromage, champignons, merguez, poivrons, merguez, poivrons, oignons.'",takeaway,takeaway_royale-pizza-anderlecht
royale-pizza-anderlecht,Pizza Hawaï,19.0,"'Tomate, fromage, salami de dinde, ananas.'",takeaway,takeaway_royale-pizza-anderlecht
royale-pizza-anderlecht,Pizza parisienne,19.0,"'Tomate, fromage, salami de dinde, salami de poulet fumé, champignons.'",takeaway,takeaway_royale-pizza-anderlecht
royale-pizza-anderlecht,Pizza poulet,19.0,"'Tomate, fromage, poulet, champignons, poivrons, oignons.'",takeaway,takeaway_royale-pizza-anderlecht
royale-pizza-anderlecht,Pizza kefta,19.0,"'Tomate, fromage, viande hachée, champignons, poivrons, olives.'",takeaway,takeaway_royale-pizza-anderlecht
royale-pizza-anderlecht,Pizza mixte,20.0,"'Tomate, fromage, viande hachée, poulet, champignons, poivrons.'",takeaway,takeaway_royale-pizza-anderlecht
royale-pizza-anderlecht,Pizza mexicaine,20.0,"'Tomate, fromage, viande hachée, merguez, champignons, poivrons.'",takeaway,takeaway_royale-pizza-anderlecht
royale-pizza-anderlecht,Pizza chorizo,20.0,"'Tomate, mozzarella, chorizo, tomates fraîches, oignons.'",takeaway,takeaway_royale-pizza-anderlecht
royale-pizza-anderlecht,Pizza India,20.0,"'Tomate, fromage, poulet, merguez, champignons, piment, poivrons.'",takeaway,takeaway_royale-pizza-anderlecht
royale-pizza-anderlecht,Pizza thon,19.0,"'Tomate, fromage, thon, champignons, oignons.'",takeaway,takeaway_royale-pizza-anderlecht
royale-pizza-anderlecht,Pizza napolitaine,19.0,"'Tomate, fromage, anchois, câpres, champignons, olives.'",takeaway,takeaway_royale-pizza-anderlecht
royale-pizza-anderlecht,Pizza fruits de mer,20.0,"'Tomate, fromage, cocktail de fruits de mer, champignons.'",takeaway,takeaway_royale-pizza-anderlecht
royale-pizza-anderlecht,Pizza marina,20.0,"'Tomate, fromage, crevettes, saumon fumé.'",takeaway,takeaway_royale-pizza-anderlecht
royale-pizza-anderlecht,Pizza scampis,20.0,"'Tomate, mozzarella, scampis, ail, champignons.'",takeaway,takeaway_royale-pizza-anderlecht
royale-pizza-anderlecht,Pizza pacifique,20.0,"'Mozzarella, champignons, thon, crevettes, oignons.'",takeaway,takeaway_royale-pizza-anderlecht
royale-pizza-anderlecht,Pizza fermière,19.0,"'Crème fraîche, fromage, champignons, salami de poulet fumé, pommes de terre.'",takeaway,takeaway_royale-pizza-anderlecht
royale-pizza-anderlecht,Pizza Milano,19.0,"'Crème fraîche, fromage, salami de dinde, pommes de terre, oignons.'",takeaway,takeaway_royale-pizza-anderlecht
royale-pizza-anderlecht,Pizza forestière,19.0,"'Crème fraîche, mozzarella, champignons, blanc de poulet, pomme de terre.'",takeaway,takeaway_royale-pizza-anderlecht
royale-pizza-anderlecht,Pizza campagnarde,20.0,"'Crème fraîche, fromage, saumon fumé, champignons, pommes de terre.'",takeaway,takeaway_royale-pizza-anderlecht
royale-pizza-anderlecht,La Pizza royale,20.0,"'Tomate, fromage, salami de poulet fumé, boeuf épicé,'",takeaway,takeaway_royale-pizza-anderlecht
royale-pizza-anderlecht,Pizza Brooklyn,20.0,"'Tomate, mozzarella, kefta, merguez, oeufs, poivrons, champignons, oignons.'",takeaway,takeaway_royale-pizza-anderlecht
royale-pizza-anderlecht,Pizza piscado,20.0,"'Mozzarella, champignons, saumon, scampis, aubergine, oignons.'",takeaway,takeaway_royale-pizza-anderlecht
royale-pizza-anderlecht,Pizza chicken barbecue,20.0,"'Mozzarella, champignons, poulet, olive, poivrons, oignon.'",takeaway,takeaway_royale-pizza-anderlecht
royale-pizza-anderlecht,Pizza buffalo,20.0,"'Mozzarella, champignons, dinde, chorizo, merguez.'",takeaway,takeaway_royale-pizza-anderlecht
pizza-pasta-concept,Menu 1,20.0,'1 large pizza + 2 dranken + voorgerecht.',takeaway,takeaway_pizza-pasta-concept
